bioguide_id,congress,introduced_date,number,title,type
R000305,117,2021-08-03,4920,To establish a working group on electric vehicles.,HR
R000305,117,2021-08-03,4919,DO NOT Call Act of 2021,HR
R000305,117,2021-07-21,4606,Energizing Technology Transfer Act,HR
R000305,117,2021-07-19,535,"Providing for consideration of the bill (H.R. 2467) to require the Administrator of the Environmental Protection Agency to designate per- and polyfluoroalkyl substances as hazardous substances under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980; providing for consideration of the bill (H.R. 2668) to amend the Federal Trade Commission Act to affirmatively confirm the authority of the Federal Trade Commission to seek permanent injunctions and other equitable relief for violations of any provision of law enforced by the Commission; and providing for consideration of the bill (H.R. 3985) to amend the Afghan Allies Protection Act of 2009 to expedite the special immigrant visa process for certain Afghan allies, and for other purposes.",HRES
R000305,117,2021-06-11,3846,NSF Technology Research Institutes Act,HR
R000305,117,2021-05-18,413,"Recognizing 12 years since the end of the war in Sri Lanka on May 18, 2009, honoring the lives lost, and expressing support for justice, accountability, reconciliation, reconstruction, reparation, and reform in Sri Lanka to ensure a lasting peaceful political solution and a prosperous future for all people of Sri Lanka.",HRES
R000305,117,2021-05-07,3064,Inspector General Access Act of 2021,HR
R000305,117,2021-04-21,2746,"To amend title 28, United States Code, to redefine the eastern and middle judicial districts of North Carolina.",HR
R000305,117,2021-02-25,1372,Protecting JOBs Act,HR
R000103,118,2023-03-14,1604,U.S.A. Beef Act,HR
R000103,118,2023-03-07,1419,Comprehensive Grizzly Bear Management Act of 2023,HR
R000103,118,2023-03-03,1364,Science-Based Grizzly Bear Management Act of 2023,HR
R000103,118,2023-03-03,1365,Lawless Cities Accountability Act of 2023,HR
R000103,118,2023-02-21,1144,Department of Veterans Affairs Telehealth Strategy Act,HR
R000103,118,2023-02-14,1043,To restore onshore energy production.,HR
R000103,118,2023-02-09,946,Dual Loyalty Disclosure Act,HR
R000103,118,2023-01-31,677,Health Freedom and Flexibility Act,HR
R000103,118,2023-01-30,634,Fixing Announcements for Intermittent Remapping and Notification Expectations to Stop Surprises in Flood Insurance Act of 2023,HR
R000103,118,2023-01-30,636,Forest Litigation Reform Act of 2023,HR
R000103,118,2023-01-30,633,Direct Primary Care Accessibility Act of 2023,HR
R000103,118,2023-01-30,635,Expanding Access to Mental Health Services Act,HR
R000103,118,2023-01-27,608,To terminate the Electronic Health Record Modernization Program of the Department of Veterans Affairs.,HR
R000103,118,2023-01-09,200,FIR Act,HR
R000103,118,2023-01-09,199,Secure America’s Borders First Act,HR
R000103,118,2023-01-09,198,Drug Pricing Transparency and Accountability Act,HR
R000103,118,2023-01-09,197,Rural Telehealth Expansion Act,HR
R000103,118,2023-01-09,196,Expediting Temporary Ratings for Veterans Act,HR
R000103,118,2023-01-09,195,"To provide States with the authority to name post offices located in the State, and for other purposes.",HR
R000103,118,2023-01-09,194,SECURE America Act,HR
R000103,118,2023-01-09,193,TRADES Act,HR
R000103,117,2022-09-22,8975,"To provide States with the authority to name post offices located in the State, and for other purposes.",HR
R000103,117,2022-03-30,7304,Restore Onshore Energy Production Act,HR
R000103,117,2022-03-28,7256,Expediting Temporary Ratings for Veterans Act,HR
R000103,117,2022-02-08,6648,Secure America’s Borders First Act,HR
R000103,117,2022-01-10,6369,Sun River Hydropower Authorization Act,HR
R000103,117,2021-12-14,6284,Science-Based Grizzly Bear Management Act of 2021,HR
R000103,117,2021-12-09,6236,FAIRNESS in Flood Insurance Act of 2021,HR
R000103,117,2021-10-28,5787,Department of Veterans Affairs Telehealth Strategy Act,HR
R000103,117,2021-07-20,4579,Forest Litigation Reform Act of 2021,HR
R000103,117,2021-10-12,5572,SECURE America Act,HR
R000103,117,2021-09-30,5463,Drug Pricing Transparency and Accountability Act,HR
R000103,117,2021-08-06,4973,U.S.A. Beef Act,HR
R000103,117,2021-08-03,4918,Rural Telehealth Expansion Act,HR
R000103,117,2021-06-17,4012,Expanding Access to Mental Health Services Act,HR
R000103,117,2021-05-20,3436,Direct Primary Care Accessibility Act of 2021,HR
R000103,117,2021-05-13,3217,Lawless Cities Accountability Act of 2021,HR
R000103,117,2021-04-22,2808,Health Freedom and Flexibility Act,HR
R000103,117,2021-04-13,2487,No Taxpayer Funding for Vaccine Passports Act of 2021,HR
R000103,117,2021-03-26,2250,Department of Veterans Affairs Information Technology Reform Act of 2021,HR
R000103,117,2021-03-23,2162,Criminalize Fleeing from Immigration Enforcement Act of 2021,HR
R000103,117,2021-03-19,2105,TRADES Act,HR
R000103,117,2021-03-11,1851,St. Mary's Reinvestment Act,HR
R000103,117,2021-03-03,1589,Paycheck Protection Program Loan Forgiveness Flexibility Act of 2021,HR
R000103,117,2021-02-23,1259,REMAIN in Mexico Act of 2021,HR
R000103,117,2021-02-18,1174,FIR Act,HR
R000103,117,2021-02-05,894,No Tax Breaks for Sanctuary Cities Act,HR
P000048,118,2023-04-10,2570,Safeguarding Women’s and Children’s Health Act of 2023,HR
P000048,118,2023-03-17,1650,Police Officers Protecting Children Act,HR
P000048,118,2023-03-09,1516,DHS Restrictions on Confucius Institutes and Chinese Entities of Concern Act,HR
P000048,118,2023-03-03,1362,Saving America’s Energy Future Act,HR
P000048,118,2023-03-01,1324,Uyghur Human Rights Sanctions Review Act,HR
P000048,118,2023-02-27,1218,Expediting Israeli Aerial Refueling Act of 2023,HR
P000048,118,2023-02-27,1219,Food and Agriculture Industry Cybersecurity Support Act,HR
P000048,118,2023-02-21,1141,Natural Gas Tax Repeal Act,HR
P000048,118,2023-02-21,1143,Prohibiting Federal Emergencies for Abortion Act,HR
P000048,118,2023-02-21,1142,"To amend the Endangered Species Act of 1973 to require consideration of economic impact in making a listing decision with respect to the list of threatened and endangered species, and for other purposes.",HR
P000048,118,2023-02-17,1099,PAID OFF Act of 2023,HR
P000048,118,2023-02-09,944,Preventing Malign CCP Influence on Academic Institutions Act,HR
P000048,118,2023-01-24,484,Natural Gas Tax Repeal Act,HR
P000048,118,2023-01-09,192,To prohibit individuals who are not citizens of the United States from voting in elections in the District of Columbia.,HR
P000048,118,2023-01-09,191,"To require the Secretary of Homeland Security to publish the number of known or suspected terrorists encountered attempting to enter the United States on a monthly basis, and for other purposes.",HR
P000048,117,2022-12-15,9596,Uyghur Human Rights Sanctions Review Act,HR
P000048,117,2022-11-22,9355,LNG For Allies Act,HR
P000048,117,2022-10-18,9199,"Preventing Adversary Influence, Disinformation, and Obscured Foreign Financing Act of 2022",HR
P000048,117,2022-10-11,9172,To prohibit individuals who are not citizens of the United States from voting in elections in the District of Columbia.,HR
P000048,117,2022-10-11,9171,"To reimburse the State of Texas for Operation Lone Star, and for other purposes.",HR
P000048,117,2022-09-30,9120,Baltic Reassurance Act,HR
P000048,117,2022-08-26,8749,Protecting the Permian Basin Act of 2022,HR
P000048,117,2022-07-12,8339,To modify the annual report on military and security developments involving the Russian Federation.,HR
P000048,117,2022-06-13,8045,Critical Minerals Classification Improvement Act of 2022,HR
P000048,117,2022-05-19,7851,"To amend the Higher Education Act of 1965 to require institutions of higher education to disclose certain ties to China-affiliated organizations, and for other purposes.",HR
P000048,117,2022-05-16,7779,DHS Restrictions on Confucius Institutes and Chinese Entities of Concern Act,HR
P000048,117,2022-05-03,7659,To prohibit the use of Federal funds to establish a Disinformation Governance Board.,HR
P000048,117,2022-04-14,7524,ACES Act,HR
P000048,117,2022-03-30,7302,Cyber Deterrence and Response Act of 2022,HR
P000048,117,2022-03-17,7139,Removing Arms from Terrorists Through Sanctions Act,HR
P000048,117,2022-03-15,7094,Energy Freedom Act,HR
P000048,117,2022-02-15,6748,Midland Over Moscow Act,HR
P000048,117,2022-01-21,6473,"To require the Secretary of Homeland Security to publish the number of known or suspected terrorists encountered attempting to enter the United States on a monthly basis, and for other purposes.",HR
P000048,117,2021-12-09,6232,"To delay the implementation of a rule relating to the importation of sheep and goats and products derived from sheep and goats, and for other purposes.",HR
P000048,117,2021-10-28,754,"Expressing that the House of Representatives opposes punitive natural gas taxes on United States businesses, families, and workers.",HRES
P000048,117,2021-07-06,4370,Listing Reform Act,HR
P000048,117,2021-08-31,5146,Afghanistan Withdrawal Threat Assessment Act,HR
P000048,117,2021-07-30,4896,Reimbursing Agricultural Producers for Immigration Damages Act,HR
P000048,117,2021-07-01,4328,"To rename the Department of Veterans Affairs community-based outpatient clinic in San Angelo, Texas, the ""Colonel Charles and JoAnne Powell VA Clinic"".",HR
P000048,117,2021-06-28,4209,DHS Illicit Cross-Border Tunnel Defense Act,HR
P000048,117,2021-05-13,3174,Migrant Facility Transparency Act of 2021,HR
P000048,117,2021-04-22,2802,American Border Rescue Plan Act,HR
P000048,117,2021-04-20,2705,Natural Gas Export Expansion Act,HR
P000048,117,2021-03-03,186,"Calling for the immediate release of Trevor Reed, a United States citizen who was unjustly found guilty and sentenced to nine years in a Russian prison.",HRES
P000048,117,2021-02-24,1311,Energy Diplomacy Act,HR
P000048,117,2021-02-15,125,To oppose the use of the National Emergencies Act to declare a national emergency relating to climate change.,HRES
P000048,117,2021-01-06,218,Saving America’s Energy Future Act,HR
O000086,118,2023-04-18,2685,"To require the Secretary of Energy to provide technology grants to strengthen domestic mining education, and for other purposes.",HR
O000086,118,2023-04-03,2468,Mountain View Corridor Completion Act,HR
O000086,118,2023-03-23,1733,Kids in Classes Act,HR
O000086,118,2023-02-09,887,Securing Our Students Act,HR
O000086,118,2023-02-02,745,RECOVER Act,HR
O000086,117,2022-12-01,9394,Child Care and Development Block Grant Reauthorization Act of 2022,HR
O000086,117,2022-09-15,8836,EXPORT Act of 2022,HR
O000086,117,2022-08-05,8672,Trafficking Survivors Relief Act of 2022,HR
O000086,117,2022-08-05,8671,RECOVER Act,HR
O000086,117,2022-07-29,8591,"To amend title III of the Public Health Service Act to direct the Secretary of Health and Human Services, acting through the Director of the National Institute for Occupational Safety and Health shall conduct research on programs to educate workplace professionals on the prevention of impairment from the use of cannabis, opioids, and other drugs, and the risks resulting from individuals working while impaired, and for other purposes.",HR
O000086,117,2022-07-28,1292,"Expressing support for the International Olympic Committee to recognize with a minute of silence at every future Olympics Opening Ceremony those who lost their lives at the 1972 Munich Olympics, and for other purposes.",HRES
O000086,117,2022-07-21,8458,"To ensure eligibility for public safety officer death benefits for officers exposed to radiation at clandestine laboratories, and for other purposes.",HR
O000086,117,2022-06-22,8187,Mining Schools Act of 2022,HR
O000086,117,2022-06-15,1180,"Expressing the sense of the House of Representatives that fatherhood is essential to the development of all children, and that the increased involvement of fathers in the home will lead to economic prosperity, educational excellence, and improved social mobility for children across all racial and ethnic groups.",HRES
O000086,117,2022-06-03,7942,Securing Our Students Act,HR
O000086,117,2022-03-03,6911,No Travel for Traffickers Act of 2022,HR
O000086,117,2021-07-27,4698,Say No to Indoctrination Act,HR
O000086,117,2021-09-30,697,Condemning and censuring Representative Maxine Waters of California.,HRES
O000086,117,2021-09-28,5392,To amend the Military Selective Service Act to allow women to elect to register for the draft.,HR
O000086,117,2021-06-16,3943,Modernizing Financing of Early Care and Education in America Act of 2021,HR
O000086,117,2021-05-14,397,"Expressing the sense of the House of Representatives that Critical Race Theory serves as a prejudicial ideological tool, rather than an educational tool, and should not be taught in K-12 classrooms as a way to teach students to judge individuals based on sex, race, ethnicity, and national origin.",HRES
O000086,117,2021-05-14,3235,To restrict executive agencies from acting in contravention of Executive Order 13950.,HR
O000086,117,2021-02-05,889,Education Freedom Scholarships and Opportunity Act,HR
N000026,118,2023-04-06,53,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Control of Air Pollution From New Motor Vehicles: Heavy-Duty Engine and Vehicle Standards"".",HJRES
N000026,118,2023-03-23,1761,Let Experienced Pilots Fly Act of 2023,HR
N000026,118,2023-03-17,1648,Airport Technology and Efficiency Improvement Act of 2023,HR
N000026,118,2023-03-09,1514,Medal of Honor Act,HR
N000026,118,2023-03-09,1515,RED Tape Act of 2023,HR
N000026,118,2023-03-08,41,"Disapproving of the rule submitted by the Department of Homeland Security relating to ""Public Charge Ground of Inadmissibility"".",HJRES
N000026,118,2023-02-24,1192,First Responders Aerial Act of 2023,HR
N000026,118,2023-02-24,1193,Domestic Preferences for Building America Act,HR
N000026,118,2023-02-10,985,Productivity Over Pronouns Act,HR
N000026,118,2023-02-08,878,"To direct the Administrator of the Federal Aviation Administration to appoint an Associate Administrator for Aviation Safety Technology, and for other purposes.",HR
N000026,118,2023-01-26,566,China Lied People Died Act,HR
N000026,118,2023-01-09,9,"Expressing the sense of the House of Representatives that China is responsible for the COVID-19 pandemic and must be held financially liable for $16,000,000,000,000.",HRES
N000026,117,2022-12-15,9592,Trucker Bathroom Access Act,HR
N000026,117,2022-12-12,9495,Domestic Preferences for Building America Act,HR
N000026,117,2022-09-28,9013,Justice for Angel Families Act,HR
N000026,117,2022-09-22,8973,Medal of Honor Act,HR
N000026,117,2022-09-21,97,"Disapproving of the rule submitted by the Department of Homeland Security relating to ""Public Charge Ground of Inadmissibility"".",HJRES
N000026,117,2022-08-12,8709,Prioritizing the Removal of Migrants Act,HR
N000026,117,2022-08-12,8710,Terrorist Reporting Act of 2022,HR
N000026,117,2022-07-27,8538,Body Armor Safety Act of 2022,HR
N000026,117,2022-07-26,8507,Scope 3 Act,HR
N000026,117,2022-06-23,8212,Stop Child Abuse Act,HR
N000026,117,2022-06-16,8119,Asylum Claims Improvement Act of 2022,HR
N000026,117,2022-06-13,8042,AIR Act,HR
N000026,117,2022-03-21,7188,Modernizing Department of Veterans Affairs Disability Benefit Questionnaires Act,HR
N000026,117,2021-12-02,6132,Public Safety Enhancement Act of 2021,HR
N000026,117,2021-11-19,6064,"To direct the Secretary of Veterans Affairs to seek to enter into an agreement with the National Academies of Sciences, Engineering, and Medicine for a review of examinations, furnished by the Secretary, to individuals who submit claims to the Secretary for compensation under chapter 11 of title 38, United States Code, for mental and physical conditions linked to military sexual trauma.",HR
N000026,117,2021-07-30,4893,BLUE Act,HR
N000026,117,2021-06-22,4059,Border Wall Reimbursement Act of 2021,HR
N000026,117,2021-05-25,3529,SCORE Act of 2021,HR
N000026,117,2021-05-25,3530,Illegal Immigration Penalty Enhancement Act of 2021,HR
N000026,117,2021-05-20,3430,Washington Bureaucrat Accountability Act,HR
N000026,117,2021-04-14,2530,Enewetak Atoll Cleanup Radiation Study Act,HR
N000026,117,2021-03-19,2100,Providing Americans with LNG Safely Act,HR
M001214,118,2023-02-28,1256,Veterans Health Administration Leadership Transformation Act,HR
M001214,117,2022-09-19,8887,To direct the National Institute for Occupational Safety and Health to establish an occupational research program on mental health.,HR
M001214,117,2022-07-22,8486,Child Nutrition Technical Assistance Act of 2022,HR
M001214,117,2022-03-30,7299,SVAC Act of 2022,HR
M001214,117,2022-03-07,6961,Dignity for MST Survivors Act,HR
M001214,117,2021-11-04,5877,Pension Risk Transfer Accountability Act of 2021,HR
M001214,117,2021-09-28,5390,COBRA Subsidy Extension for Workers and Families Act,HR
M001214,117,2021-09-20,5293,Department of Veterans Affairs Expiring Authorities Act of 2021,HR
M001214,117,2021-07-21,4591,VA Electronic Health Record Transparency Act of 2021,HR
M001214,117,2021-05-11,3114,Longshore and Harbor Workers’ COVID–19 Compensation Act of 2022,HR
M001213,118,2023-04-19,2717,"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work on the National Mall to honor the extraordinary acts of valor, selfless service, and sacrifice displayed by Medal of Honor recipients.",HR
M001213,118,2023-03-17,1614,Range Access Act,HR
M001213,118,2023-03-01,1314,LODGE Act,HR
M001213,118,2023-02-09,939,Retain Skilled Veterans Act,HR
M001213,118,2023-02-08,877,Preventing Improper Payments Act,HR
M001213,117,2022-12-16,9612,Protecting Adopting Families from Audits Act,HR
M001213,117,2022-10-14,9183,Range Access Act,HR
M001213,117,2022-09-09,8789,Connecting Forever Families Act of 2022,HR
M001213,117,2022-07-22,1249,Of inquiry directing the Secretary of the Interior to transmit certain documents to the House of Representatives relating to the impact of illegal immigration on federal or tribal lands.,HRES
M001213,117,2022-07-22,1250,Of inquiry directing the Secretary of Homeland Security to transmit certain documents to the House of Representatives relating to the impact of illegal immigration on Federal or Tribal lands.,HRES
M001213,117,2022-05-19,7848,Protecting American Energy Act,HR
M001213,117,2022-04-28,7615,LODGE Act,HR
M001213,117,2022-03-30,7298,Promoting Energy Independence and Transparency Act,HR
M001213,117,2022-02-02,901,"Expressing the sense of the House of Representatives that BridgeUSA exchange programs are vital to the economy and national interests of the United States, and that Congress should prioritize robust support to ensure equitable opportunities for Americans and people from other countries.",HRES
M001213,117,2021-12-07,6162,Strengthening Protections Against Chinese Printed Circuit Boards Act,HR
M001213,117,2021-07-22,4664,FIRESHEDS Act,HR
M001213,117,2021-09-23,5345,Saline Lake Ecosystems in the Great Basin States Program Act of 2021,HR
M001213,117,2021-08-20,5066,Afghanistan Accountability Act,HR
M001213,117,2021-06-22,4031,Retain Skilled Veterans Act,HR
M001213,117,2021-05-28,3616,Bear River National Heritage Area Study Act,HR
M001213,117,2021-05-25,3527,Recreation Not Red Tape Act,HR
M001213,117,2021-05-11,3113,Modernizing Access to Our Public Land Act,HR
M001213,117,2021-04-14,2500,Forest TECH Improvement Act,HR
M001212,118,2023-04-18,58,Proposing an amendment to the Constitution of the United States to repeal the sixteenth article of amendment.,HJRES
M001212,118,2023-02-17,1095,AR–15 National Gun Act,HR
M001212,118,2023-02-14,1020,BAITS Act,HR
M001212,118,2023-02-14,127,"Expressing the sense of the House of Representatives that the United States should support the safe and responsible development of its energy resources via drilling, in an effort to maintain a robust energy supply chain which promotes national security, safeguards against energy scarcity, and reduces energy poverty for all Americans.",HRES
M001212,118,2023-02-09,938,"To abolish the Department of Education and to provide funding directly to States for elementary and secondary education, and for other purposes.",HR
M001212,117,2022-08-30,8759,Bureaucrats to the Border Act,HR
M001212,117,2022-08-12,92,Proposing an amendment to the Constitution of the United States to repeal the sixteenth article of amendment.,HJRES
M001212,117,2022-08-05,8670,Securing American Classrooms Act of 2022,HR
M001212,117,2022-08-05,1314,"Recognizing the vital, lifesaving work of crisis pregnancy centers.",HRES
M001212,117,2022-05-24,1139,Commemorating the 30th anniversary of the establishment of the VetFran program at the International Franchise Association and IFA Foundation.,HRES
M001212,117,2022-04-18,7538,To provide the equivalent of a 6-month Federal income tax holiday for certain individuals.,HR
M001212,117,2022-03-15,7074,Quality Education for Veterans Act of 2022,HR
M001212,117,2022-01-12,,,
M001212,117,2021-04-13,2457,Colonel John McHugh Tuition Fairness for Survivors Act,HR
M001212,117,2021-04-08,2420,Overseeing the GI Bill Act of 2021,HR
M001212,117,2021-03-18,2047,"To amend title 38, United States Code, to expand eligibility for Post-9/11 Educational Assistance to members of the National Guard who perform certain full-time duty.",HR
M001211,118,2023-03-24,1789,"To amend the Agricultural Foreign Investment Disclosure Act of 1978 to increase the minimum amount of a civil penalty imposed for violating such Act, and for other purposes.",HR
M001211,118,2023-03-10,1556,Define WOTUS Act,HR
M001211,118,2023-03-09,216,Calling for the designation of Mexican drug cartels as foreign terrorist organizations.,HRES
M001211,118,2023-02-17,1094,Parents Opt-in Protection Act,HR
M001211,118,2023-02-09,935,Safety and Opportunity for Girls Act of 2023,HR
M001211,118,2023-02-06,840,Saving American Farms from Adversaries Act,HR
M001211,117,2022-02-01,898,Expressing the sense of the House of Representatives that it is the role of the Federal Government to defend the territorial integrity and inviolability of the United States border with Mexico.,HRES
M001211,117,2022-01-20,6457,To prohibit the provision of Federal funds to a local educational agency unless in-person instruction is available to all students at the schools served by the agency.,HR
M001211,117,2022-01-20,6456,To prohibit the provision of Federal funds to a local educational agency that requires any student at the schools served by the agency to wear a face covering or be vaccinated against COVID-19.,HR
M001211,117,2022-01-19,6429,"To establish certain protections for members of the Armed Forces who refuse to receive vaccinations against COVID-19, and to increase basic pay for members of the uniformed services.",HR
M001211,117,2021-07-20,4570,Define WOTUS Act of 2021,HR
M001211,117,2021-10-19,5630,Safeguarding Children’s Privacy in Schools Act,HR
M001211,117,2021-08-24,606,Opposing legislation mandating the registration of women for the Selective Service System.,HRES
M001211,117,2021-03-17,1980,Working Families Flexibility Act of 2021,HR
M001211,117,2021-02-26,1417,Safety and Opportunity for Girls Act of 2021,HR
M001136,118,2023-04-10,2566,Voter Registration Efficiency Act,HR
M001136,118,2023-03-30,271,"Recognizing the importance of beauty and wellness educators to the United States and supporting the designation of March 30, 2023, as ""National Beauty and Wellness Education Appreciation Day"".",HRES
M001136,118,2023-03-08,1466,Safe RESEARCH Act,HR
M001136,118,2023-03-07,1413,Expanding America’s National Cemetery Act of 2023,HR
M001136,118,2023-03-01,1311,College Cost Transparency and Student Protection Act,HR
M001136,118,2023-02-14,1019,Eliminating the Head Start Vaccine Mandate Act,HR
M001136,118,2023-02-01,726,Veterans for Mustangs Act,HR
M001136,118,2023-01-20,48,Expressing support for the Supreme Court's decision in Dobbs v. Jackson Women's Health Organization.,HRES
M001136,117,2022-12-05,9429,College Cost Transparency and Student Protection Act,HR
M001136,117,2022-09-22,8970,National Community College Cybersecurity Challenge Act,HR
M001136,117,2022-07-14,1228,Expressing support for the Supreme Court's decision on Dobbs v. Jackson Women's Health Organization.,HRES
M001136,117,2022-05-06,86,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Department of Justice relating to ""Definition of 'Frame or Receiver' and Identification of Firearms"".",HJRES
M001136,117,2022-04-28,7631,Veterans for Mustangs Act,HR
M001136,117,2022-03-09,7036,Preventing Abusive Government Efforts Act,HR
M001136,117,2022-02-09,6686,STOP CCP Act,HR
M001136,117,2022-02-03,6591,PIPES Act,HR
M001136,117,2021-12-16,6312,Preventing Mandates on Toddlers Act,HR
M001136,117,2021-10-27,5754,Patient Advocate Tracker Act,HR
