bioguide_id,congress,introduced_date,number,title,type
M000355,116,2019-04-09,151,"A resolution to authorize testimony, documents, and representation in United States v. Pratersch.",SRES
M000355,116,2019-01-08,32,Mill Springs Battlefield National Monument Act,S
M000355,116,2019-03-28,,,
M000355,116,2019-03-28,,,
M000355,116,2019-03-28,,,
M000355,116,2019-03-28,,,
M000355,116,2019-02-13,8,A joint resolution recognizing the duty of the Federal Government to create a Green New Deal.,SJRES
M000355,115,2018-05-15,509,A resolution providing for members on the part of the Senate of the Joint Committee on Printing and the Joint Committee of Congress on the Library.,SRES
M000355,112,2012-07-31,,,
M000355,112,2012-07-10,,,
M000355,113,2014-09-11,,,
M000355,113,2014-07-31,,,
M000355,113,2014-07-23,,,
M000355,113,2014-05-07,,,
M000355,113,2014-05-05,,,
M000355,113,2014-04-08,,,
M000355,113,2014-01-08,,,
M000355,113,2014-01-08,,,
M000355,113,2014-01-08,,,
M000355,113,2013-11-04,,,
M000355,113,2013-09-19,,,
M000355,113,2013-09-11,,,
M000355,113,2013-03-22,,,
M000355,113,2013-03-22,,,
M000355,113,2013-03-22,,,
M000355,113,2013-03-21,,,
M000355,113,2014-09-18,2882,Enhanced 529 - S.A.V.E. Act,S
M000355,113,2014-09-09,2780,"A bill to direct the Secretary of the Interior to conduct a special resource study to evaluate the significance of the Mill Springs Battlefield located in Pulaski and Wayne Counties, Kentucky, and the feasibility of its inclusion in the National Park System, and for other purposes.",S
M000355,113,2014-07-31,2722,Protecting Our Infants Act of 2014,S
M000355,113,2014-06-23,2512,Emergency Interstate Bridge Safety Fund Act,S
M000355,113,2014-06-18,2488,Working Parents Home Office Act,S
M000355,113,2014-06-03,2414,"Protecting Jobs, Families, and the Economy From EPA Overreach Act",S
M000355,113,2014-01-14,1916,HELP Rural Communities Act of 2014,S
M000355,113,2013-11-07,1662,Veterans Health Care Improvement Act of 2013,S
M000355,113,2013-10-30,1626,Family Friendly and Workplace Flexibility Act of 2013,S
M000355,113,2013-09-17,1514,Saving Coal Jobs Act of 2013,S
M000355,113,2013-08-01,1457,Aged Distilled Spirits Competitiveness Act,S
M000355,113,2013-05-06,861,"A bill to amend the Federal Water Pollution Control Act to provide guidance and clarification regarding issuing new and renewal permits, and for other purposes.",S
M000355,113,2014-03-27,35,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Internal Revenue Service of the Department of the Treasury relating to liability under section 5000A of the Internal Revenue Code of 1986 for the shared responsibility payment for not maintaining minimum essential coverage.",SJRES
M000355,113,2014-01-16,30,A joint resolution to disapprove a rule of the Environmental Protection Agency relating to greenhouse gas emissions from electric utility generating units.,SJRES
M000355,113,2013-10-28,26,"A joint resolution relating to the disapproval of the President's exercise of authority to suspend the debt limit, as submitted under section 1002(b) of the Continuing Appropriations Act, 2014 on October 17, 2013.",SJRES
M000355,113,2013-10-31,27,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Internal Revenue Service of the Department of the Treasury relating to liability under section 5000A of the Internal Revenue Code of 1986 for the shared responsibility payment for not maintaining minimum essential coverage.",SJRES
M000355,113,2014-11-17,579,"A resolution relative to the death of Howard O. Greene, Jr., former Sergeant at Arms of the United States Senate.",SRES
M000355,113,2014-06-26,494,"A resolution relative to the death of Howard H. Baker, Jr., former United States Senator for the State of Tennessee.",SRES
M000355,113,2014-05-15,446,A resolution recognizing the 50th anniversary of the Congressional declaration of bourbon whiskey as a distinctive product of the United States.,SRES
M000355,113,2013-08-01,216,"A resolution electing Laura C. Dove, of Virginia, as Secretary for the Minority of the Senate.",SRES
M000355,113,2013-08-01,212,A resolution commending David J. Schiappa.,SRES
M000355,113,2013-06-20,180,A resolution making minority party appointments for the 113th Congress.,SRES
M000355,113,2013-04-16,98,"A resolution honoring the life, legacy, and example of British Prime Minister Baroness Margaret Thatcher.",SRES
M000355,113,2013-04-16,100,"A resolution commending and congratulating the University of Louisville men's basketball team for winning its third Division I National Collegiate Athletic Association championship, and the University of Louisville women's basketball team for being runner up in the 2013 Women's Division I National Collegiate Athletic Association Basketball Tournament.",SRES
M000355,113,2013-01-24,18,A resolution making minority party appointments for the 113th Congress.,SRES
M000355,112,2011-10-05,,,
M000355,112,2011-03-15,,,
M000355,112,2011-02-01,,,
M000355,112,2012-03-07,2169,Federal Prisons Accountability Act of 2012,S
M000355,112,2011-10-17,1726,Withholding Tax Relief Act of 2011,S
M000355,112,2011-05-26,1135,Energy and Revenue Enrichment Act of 2011,S
M000355,112,2011-05-11,953,Offshore Production and Safety Act of 2011,S
M000355,112,2011-03-03,468,Mining Jobs Protection Act,S
M000355,112,2011-02-03,291,USA PATRIOT Reauthorization Act of 2011,S
M000355,112,2011-01-26,194,A bill to reduce Federal spending and the deficit by terminating taxpayer financing of presidential election campaigns and party conventions.,S
M000355,112,2012-06-12,43,"A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003, and for other purposes.",SJRES
M000355,112,2012-01-23,34,"A joint resolution relating to the disapproval of the President's exercise of authority to increase the debt limit, as submitted under section 3101A of title 31, United States Code, on January 12, 2012",SJRES
M000355,112,2011-09-06,25,"A joint resolution relating to the disapproval of the President's exercise of authority to increase the debt limit, as submitted under section 3101A of title 31, United States Code, on August 2, 2011.",SJRES
M000355,112,2011-06-29,23,A joint resolution proposing an amendment to the Constitution of the United States relative to balancing the budget.,SJRES
M000355,112,2011-05-26,17,A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,SJRES
M000355,112,2012-12-17,620,"A resolution to authorize Harry Reid, a Senator from the State of Nevada, to administer the oath of office of President of the Senate Pro Tempore to Patrick J. Leahy, a Senator from the State of Vermont.",SRES
M000355,112,2012-06-06,482,A resolution celebrating the 100th anniversary of the United States Chamber of Commerce.,SRES
M000355,112,2012-04-17,422,A resolution commending and congratulating the University of Kentucky men's basketball team for winning its eighth Division I National Collegiate Athletic Association championship.,SRES
M000355,112,2012-01-30,357,A resolution commemorating the 150th anniversary of the Battle of Mill Springs and the significance of the battle to the Civil War.,SRES
M000355,112,2011-07-21,234,"A resolution relative to the death of William F. Hildenbrand, former Secretary of the Senate.",SRES
M000355,112,2011-05-11,179,"A resolution to constitute the minority party's membership on certain committees for the One Hundred Twelfth Congress, or until their successors are chosen.",SRES
M000355,112,2011-02-03,43,"A resolution to constitute the minority party's membership on certain committees for the One Hundred Twelfth Congress, or until their successors are chosen.",SRES
M000355,115,2018-06-06,536,A resolution to authorize document production by the Select Committee on Intelligence.,SRES
M000355,115,2018-12-20,3800,"A bill to designate the United States courthouse located at 351 South West Temple in Salt Lake City, Utah, as the ""Orrin G. Hatch United States Courthouse"".",S
M000355,116,2019-01-09,12,"A resolution to constitute the majority party's membership on certain committees for the One Hundred Sixteenth Congress, or until their successors are chosen.",SRES
M000355,116,2019-01-29,,,
M000355,115,2018-11-26,706,"A resolution to authorize representation by the Senate Legal Counsel in the case of Jacob R. Kent, et al., v. R.L. Vallee, Inc., et al.",SRES
M000355,115,2018-11-15,700,"A resolution relative to the death of the Honorable Walter ""Dee"" Huddleston, former United States Senator for the Commonwealth of Kentucky.",SRES
M000355,115,2018-04-12,2667,Hemp Farming Act of 2018,S
M000355,116,2019-01-03,1,A resolution informing the President of the United States that a quorum of each House is assembled.,SRES
M000355,116,2019-01-03,9,A resolution fixing the hour of daily meeting of the Senate.,SRES
M000355,116,2019-01-03,7,A resolution to make effective appointment of Senate Legal Counsel.,SRES
M000355,116,2019-01-03,5,A resolution notifying the House of Representatives of the election of a President pro tempore.,SRES
M000355,116,2019-01-03,8,A resolution to make effective appointment of Deputy Senate Legal Counsel.,SRES
M000355,116,2019-01-03,4,A resolution notifying the President of the United States of the election of a President pro tempore.,SRES
M000355,116,2019-01-03,6,A resolution fixing the hour of daily meeting of the Senate.,SRES
M000355,116,2019-01-03,3,"A resolution to elect Chuck Grassley, a Senator from the State of Iowa, to be President pro tempore of the Senate of the United States.",SRES
M000355,116,2019-01-03,2,A resolution informing the House of Representatives that a quorum of the Senate is assembled.,SRES
M000355,115,2018-12-19,,,
M000355,115,2018-12-19,,,
M000355,115,2018-12-19,,,
M000355,115,2018-12-19,,,
M000355,115,2018-12-19,,,
M000355,115,2018-02-06,,,
M000355,115,2018-02-06,,,
M000355,115,2018-02-06,,,
M000355,115,2018-10-12,685,"A resolution to authorize testimony and representation of Senate employee in United States v. Adam Albrett, etc.",SRES
M000355,115,2018-09-12,628,"A resolution to authorize document production by the Select Committee on Intelligence in United States v. Paul J. Manafort, Jr. (D.D.C.).",SRES
M000355,115,2018-09-06,623,"A resolution to constitute the majority party's membership on certain committees for the One Hundred Fifteenth Congress, or until their successors are chosen.",SRES
M000355,115,2018-08-01,604,A resolution to authorize document production by the Select Committee on Intelligence in United States v. Mariia Butina (D.D.C.).,SRES
M000355,115,2018-04-16,465,A resolution electing Michael C. Stenger as Sergeant at Arms and Doorkeeper of the Senate.,SRES
M000355,115,2018-04-16,466,A resolution notifying the President of the United States of the election of a Sergeant at Arms and Doorkeeper of the Senate.,SRES
M000355,115,2018-04-16,467,A resolution notifying the House of Representatives of the election of a Sergeant at Arms and Doorkeeper of the Senate.,SRES
M000355,115,2018-01-09,369,"A resolution to constitute the majority party's membership on certain committees for the One Hundred Fifteenth Congress, or until their successors are chosen.",SRES
M000355,115,2018-04-11,457,"A resolution to authorize testimony and representation in Kuwait & Gulf Link Transport Co., et al. v. John Doe, et al. (Ct. of Common Pleas, Cumberland County, Pa.).",SRES
M000355,115,2017-11-15,334,A resolution authorizing the taking of a photograph in the Senate Chamber.,SRES
M000355,115,2017-10-24,302,A resolution authorizing limited still photography of the Senate Wing of the United States Capitol and authorizing the release of preexisting photographs of the Senate Chamber and Senate Wing of the United States Capitol for a book on the history of the Senate.,SRES
M000355,115,2018-04-16,,,
M000355,115,2018-04-16,,,
M000355,115,2018-04-16,,,
M000355,115,2018-04-16,,,
M000355,115,2018-10-06,,,
M000355,115,2018-10-06,,,
M000355,115,2018-10-06,,,
M000355,115,2018-10-06,,,
M000355,115,2018-10-06,,,
M000355,115,2018-09-28,,,
M000355,115,2018-09-28,,,
M000355,115,2018-09-28,,,
M000355,115,2018-09-28,,,
M000355,115,2018-09-28,,,
M000355,115,2017-09-18,1824,Appalachian Regional Commission Reform Act,S
M000355,115,2018-07-26,,,
M000355,115,2018-07-26,,,
M000355,115,2018-07-26,,,
M000355,115,2018-07-26,,,
M000355,115,2018-07-26,,,
M000355,115,2018-07-26,,,
M000355,115,2018-06-28,,,
M000355,115,2018-05-22,519,A resolution to authorize testimony and representation in Colorado v. Willenberg.,SRES
M000355,115,2017-11-28,343,"A resolution to authorize testimony, document production, and representation in Arizona v. Mark Louis Prichard.",SRES
M000355,115,2018-04-26,500,"A resolution to authorize representation by the Senate Legal Counsel in the case of Peter P. Truman v. Paula Armstrong, et al.",SRES
M000355,115,2018-04-10,456,"A resolution to constitute the majority party's membership on certain committees for the One Hundred Fifteenth Congress, or until their successors are chosen.",SRES
M000355,115,2018-05-17,,,
M000355,115,2018-05-17,,,
M000355,115,2018-05-17,,,
M000355,115,2018-05-17,,,
M000355,115,2018-05-17,,,
M000355,115,2018-01-23,379,A resolution to authorize the production of records by the Permanent Subcommittee on Investigations of the Committee on Homeland Security and Governmental Affairs.,SRES
M000355,115,2018-04-12,,,
M000355,115,2018-04-12,,,
M000355,115,2018-04-12,,,
M000355,115,2018-04-12,,,
M000355,115,2018-04-12,,,
M000355,115,2018-03-22,,,
M000355,115,2018-03-22,,,
M000355,115,2018-03-22,,,
M000355,115,2018-03-22,,,
M000355,115,2018-03-22,,,
M000355,115,2018-02-14,406,A resolution to authorize representation by the Senate Legal Counsel in the case of United States v. Ahmed Alahmedalabdaloklah.,SRES
M000355,115,2018-02-09,,,
M000355,115,2018-02-09,,,
M000355,115,2018-02-07,,,
M000355,115,2018-02-07,,,
M000355,115,2018-02-07,,,
M000355,115,2018-02-07,,,
M000355,115,2018-02-07,,,
M000355,115,2017-09-13,254,"A resolution relative to the death of Pietro ""Pete"" Vichi Domenici, former United States Senator for the State of New Mexico.",SRES
M000355,115,2017-08-02,244,"A resolution to authorize testimony, document production, and representation in United States of America v. Robert Menendez, et al.",SRES
M000355,115,2017-08-01,237,A resolution to authorize the production of records by the Permanent Subcommittee on Investigations of the Committee on Homeland Security and Governmental Affairs.,SRES
M000355,115,2018-01-20,,,
M000355,115,2018-01-20,,,
M000355,115,2018-01-18,,,
M000355,115,2018-01-18,,,
M000355,115,2018-01-18,,,
M000355,115,2018-01-18,,,
M000355,115,2018-01-18,,,
M000355,115,2018-01-11,,,
M000355,115,2018-01-11,,,
M000355,115,2018-01-11,,,
M000355,115,2018-01-11,,,
M000355,115,2018-01-11,,,
M000355,115,2017-10-19,,,
M000355,115,2017-10-19,,,
M000355,115,2017-10-19,,,
M000355,115,2017-10-19,,,
M000355,115,2017-10-19,,,
M000355,115,2017-06-05,184,"A resolution relative to the death of James Paul David ""Jim"" Bunning, former United States Senator for the Commonwealth of Kentucky.",SRES
M000355,115,2017-05-24,178,"A resolution to authorize testimony, document production, and representation in United States v. Kevin Lee Olson.",SRES
M000355,115,2017-09-07,24,Providing for a correction in the enrollment of H.R. 601.,SCONRES
M000355,115,2017-09-12,,,
M000355,115,2017-09-07,,,
M000355,115,2017-09-07,,,
M000355,115,2017-09-06,,,
M000355,115,2017-09-06,,,
M000355,115,2017-07-27,,,
M000355,115,2017-07-25,,,
M000355,115,2017-07-25,,,
M000355,115,2017-03-27,728,"RECLAIM Act of
2017",S
M000355,115,2017-05-24,176,A resolution commemorating the 50th anniversary of the reunification of Jerusalem.,SRES
M000355,115,2017-06-12,,,
M000355,115,2017-02-09,57,"A resolution to constitute the majority party's membership on certain committees for the One Hundred Fifteenth Congress, or until their successors are chosen.",SRES
M000355,115,2017-05-03,,,
M000355,115,2017-05-03,,,
M000355,115,2017-05-03,,,
M000355,115,2017-05-03,,,
M000355,115,2017-05-03,,,
M000355,114,2015-01-06,17,A resolution to make effective appointment of Deputy Senate Legal Counsel.,SRES
M000355,114,2015-01-06,13,A resolution notifying the House of Representatives of the election of a Sergeant at Arms and Doorkeeper of the Senate.,SRES
M000355,114,2015-01-06,11,A resolution electing Frank Larkin as Sergeant at Arms and Doorkeeper of the Senate.,SRES
M000355,114,2015-01-06,14,"A resolution electing Laura C. Dove, of Virginia, as Secretary for the Majority of the Senate.",SRES
M000355,114,2015-01-06,16,A resolution to make effective appointment of Senate Legal Counsel.,SRES
M000355,114,2015-01-06,19,"A resolution relative to the death of Edward W. Brooke, III, former United States Senator for the Commonwealth of Massachusetts.",SRES
M000355,114,2015-01-06,18,A resolution making majority party appointments for the 114th Congress.,SRES
M000355,114,2015-01-06,12,A resolution notifying the President of the United States of the election of a Sergeant at Arms and Doorkeeper of the Senate.,SRES
M000355,114,2015-01-06,1,A resolution informing the President of the United States that a quorum of each House is assembled.,SRES
M000355,114,2015-01-06,5,A resolution notifying the House of Representatives of the election of a President pro tempore.,SRES
M000355,114,2015-01-06,8,A resolution electing Julie Adams as Secretary of the Senate.,SRES
M000355,114,2015-01-06,7,A resolution fixing the hour of daily meeting of the Senate.,SRES
M000355,114,2015-01-06,3,"A resolution to elect Orrin G. Hatch, a Senator from the State of Utah, to be President pro tempore of the Senate of the United States.",SRES
M000355,114,2015-01-06,9,A resolution notifying the President of the United States of the election of the Secretary of the Senate.,SRES
M000355,114,2015-01-06,4,A resolution notifying the President of the United States of the election of a President pro tempore.,SRES
M000355,114,2015-01-06,2,A resolution informing the House of Representatives that a quorum of the Senate is assembled.,SRES
M000355,114,2015-01-06,10,A resolution notifying the House of Representatives of the election of the Secretary of the Senate.,SRES
M000355,115,2017-01-17,176,HELP for Coal Miners Health Care Act of 2017,S
M000355,115,2017-03-27,,,
M000355,115,2017-03-27,,,
M000355,115,2017-03-27,,,
M000355,115,2017-03-27,,,
M000355,115,2017-03-27,,,
M000355,115,2017-03-27,,,
M000355,115,2017-01-05,7,"A resolution to constitute the majority party's membership on certain committees for the One Hundred Fifteenth Congress, or until their successors are chosen.",SRES
M000355,115,2017-01-20,16,"A resolution to constitute the majority party's membership on certain committees for the One Hundred Fifteenth Congress, or until their successors are chosen.",SRES
M000355,115,2017-02-16,429,AGED Spirits Act,S
M000355,115,2017-01-30,10,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule submitted by the Secretary of the Interior relating to stream protection.",SJRES
M000355,115,2017-01-03,2,"A concurrent resolution to provide for the counting on January 6, 2017, of the electoral votes for President and Vice President of the United States.",SCONRES
M000355,115,2017-01-03,1,A concurrent resolution extending the life of the Joint Congressional Committee on Inaugural Ceremonies.,SCONRES
M000355,115,2017-01-03,3,A resolution fixing the hour of daily meeting of the Senate.,SRES
M000355,115,2017-01-03,1,A resolution informing the President of the United States that a quorum of each House is assembled.,SRES
M000355,115,2017-01-03,4,"A resolution to constitute the majority party's membership on certain committees for the One Hundred Fifteenth Congress, or until their successors are chosen.",SRES
M000355,115,2017-01-03,2,A resolution informing the House of Representatives that a quorum of the Senate is assembled.,SRES
M000355,114,2016-12-10,642,"A resolution authorizing taking pictures and filming in the Senate Chamber, the Senate Wing of the United States Capitol, and Senate Office Buildings for production of a film and a book on the history of the Senate.",SRES
M000355,114,2016-12-09,,,
M000355,114,2016-12-09,,,
M000355,114,2016-12-09,,,
M000355,114,2016-12-09,,,
M000355,114,2016-12-09,,,
M000355,114,2016-12-09,,,
M000355,114,2016-12-09,,,
M000355,114,2016-12-09,,,
M000355,114,2016-12-09,,,
M000355,114,2016-12-09,,,
M000355,114,2016-12-08,,,
M000355,114,2016-12-08,,,
M000355,114,2016-12-08,,,
M000355,114,2016-12-08,,,
M000355,114,2016-12-08,,,
M000355,114,2016-12-08,,,
M000355,114,2016-12-08,,,
M000355,114,2016-12-08,,,
M000355,114,2016-12-08,,,
M000355,114,2016-12-08,,,
M000355,114,2016-12-01,,,
M000355,114,2016-12-01,,,
M000355,114,2016-12-05,,,
M000355,114,2016-12-01,,,
M000355,114,2016-12-01,,,
M000355,114,2016-12-01,,,
M000355,114,2016-07-07,523,"A resolution relating to the death of Elie Wiesel, Holocaust survivor, powerful advocate for peace and human rights, and award-winning author.",SRES
M000355,114,2016-06-06,484,A resolution authorizing the taking of a photograph in the Senate Chamber.,SRES
M000355,114,2016-05-09,457,"A resolution relative to the death of Conrad Ray Burns, former United States Senator for the State of Montana.",SRES
M000355,114,2015-03-26,871,HELP Rural Communities Act of 2015,S
M000355,114,2016-09-22,,,
M000355,114,2016-09-22,,,
M000355,114,2016-09-22,,,
M000355,114,2016-09-22,,,
M000355,114,2016-09-22,,,
M000355,114,2016-09-22,,,
M000355,114,2016-09-22,,,
M000355,114,2016-09-27,,,
M000355,114,2016-07-14,50,A concurrent resolution providing for an adjournment of the House of Representatives.,SCONRES
M000355,114,2016-03-17,34,A concurrent resolution providing for an adjournment of the House of Representatives.,SCONRES
M000355,114,2016-02-12,31,A concurrent resolution providing for a conditional adjournment or recess of the Senate and an adjournment of the House of Representatives.,SCONRES
M000355,114,2016-06-29,,,
M000355,114,2016-06-29,,,
M000355,114,2016-06-29,,,
M000355,114,2016-06-29,,,
M000355,114,2016-06-29,,,
M000355,114,2016-06-29,,,
M000355,114,2016-06-29,,,
M000355,114,2016-06-29,,,
M000355,114,2016-06-29,,,
M000355,114,2016-06-29,,,
M000355,114,2016-06-27,,,
M000355,114,2016-06-27,,,
M000355,114,2016-06-27,,,
M000355,114,2016-06-29,,,
