congress,number,introduced_date,type
118,954.0,2023-03-23,S
118,882.0,2023-03-21,S
118,759.0,2023-03-09,S
117,4562.0,2022-07-20,S
117,4737.0,2022-08-02,S
117,3369.0,2021-12-09,S
117,3633.0,2022-02-10,S
117,3210.0,2021-11-15,S
117,3004.0,2021-10-19,S
117,5020.0,2022-09-29,S
117,4841.0,2022-09-13,S
117,48.0,2022-09-29,SCONRES
117,4561.0,2022-07-20,S
117,4564.0,2022-07-20,S
117,3678.0,2022-02-17,S
117,2308.0,2021-07-12,S
117,4011.0,2022-04-06,S
117,3442.0,2022-01-05,S
117,3125.0,2021-11-01,S
117,4722.0,2022-08-02,S
117,2309.0,2021-07-12,S
117,2323.0,2021-07-13,S
117,4563.0,2022-07-20,S
117,2920.0,2021-09-30,S
117,2155.0,2021-06-21,S
117,3339.0,2021-12-08,S
117,2315.0,2021-07-12,S
117,3420.0,2021-12-16,S
117,1850.0,2021-05-26,S
117,518.0,2022-02-17,SRES
117,556.0,2022-03-24,SRES
117,3362.0,2021-12-09,S
117,3448.0,2022-01-10,S
117,3842.0,2022-03-15,S
117,451.0,2021-11-16,SRES
117,3689.0,2022-02-17,S
117,3700.0,2022-02-17,S
117,3696.0,2022-02-17,S
117,3704.0,2022-02-17,S
117,3688.0,2022-02-17,S
117,4728.0,2022-08-02,S
117,3432.0,2021-12-17,S
117,1032.0,2021-03-25,S
117,484.0,2022-01-05,SRES
117,1675.0,2021-05-18,S
117,3033.0,2021-10-20,S
117,437.0,2021-11-03,SRES
117,1823.0,2021-05-25,S
117,1031.0,2021-03-25,S
117,2859.0,2021-09-27,S
117,12.0,2021-08-03,SCONRES
117,2729.0,2021-09-14,S
117,245.0,2021-05-26,SRES
117,1042.0,2021-03-25,S
117,1803.0,2021-05-25,S
117,199.0,2021-04-29,SRES
117,278.0,2021-02-08,S
117,140.0,2021-03-25,SRES
117,23.0,2021-01-28,SRES
118,45.0,2023-02-09,SRES
118,332.0,2023-02-09,S
118,333.0,2023-02-09,S
118,348.0,2023-02-09,S
118,2556.0,2023-04-10,HR
118,1706.0,2023-03-22,HR
118,1503.0,2023-03-09,HR
118,834.0,2023-02-06,HR
118,751.0,2023-02-02,HR
118,501.0,2023-01-25,HR
118,383.0,2023-01-17,HR
117,9005.0,2022-09-28,HR
117,8850.0,2022-09-15,HR
117,8782.0,2022-09-09,HR
117,6926.0,2022-03-03,HR
117,6870.0,2022-02-28,HR
117,6811.0,2022-02-22,HR
117,5663.0,2021-10-21,HR
117,4264.0,2021-06-30,HR
117,5590.0,2021-10-15,HR
117,5450.0,2021-09-30,HR
117,4363.0,2021-07-06,HR
117,3868.0,2021-06-14,HR
117,3145.0,2021-05-12,HR
117,2363.0,2021-04-05,HR
117,1829.0,2021-03-11,HR
118,2770.0,2023-04-20,HR
118,1786.0,2023-03-24,HR
118,1591.0,2023-03-14,HR
118,1305.0,2023-03-01,HR
118,984.0,2023-02-10,HR
118,177.0,2023-01-09,HR
118,178.0,2023-01-09,HR
117,9555.0,2022-12-14,HR
117,9303.0,2022-11-15,HR
117,9267.0,2022-11-03,HR
117,9215.0,2022-10-21,HR
117,9060.0,2022-09-29,HR
117,8832.0,2022-09-15,HR
117,8758.0,2022-08-30,HR
117,8646.0,2022-08-02,HR
117,7939.0,2022-06-03,HR
117,7891.0,2022-05-27,HR
117,7801.0,2022-05-17,HR
117,7800.0,2022-05-17,HR
117,7612.0,2022-04-28,HR
117,7470.0,2022-04-07,HR
117,7369.0,2022-04-01,HR
117,6988.0,2022-03-08,HR
117,6685.0,2022-02-09,HR
117,6227.0,2021-12-09,HR
117,6112.0,2021-12-01,HR
117,5752.0,2021-10-27,HR
117,4772.0,2021-07-28,HR
117,4712.0,2021-07-27,HR
117,4657.0,2021-07-22,HR
117,4601.0,2021-07-21,HR
117,5401.0,2021-09-28,HR
117,5255.0,2021-09-14,HR
117,2523.0,2021-04-14,HR
117,3832.0,2021-06-11,HR
117,3665.0,2021-06-01,HR
117,3519.0,2021-05-25,HR
117,3326.0,2021-05-19,HR
117,3053.0,2021-05-07,HR
117,2367.0,2021-04-05,HR
117,2036.0,2021-03-18,HR
117,1836.0,2021-03-11,HR
117,1503.0,2021-03-02,HR
116,8743.0,2020-11-12,HR
116,8673.0,2020-10-23,HR
116,8635.0,2020-10-20,HR
116,8258.0,2020-09-15,HR
116,7542.0,2020-07-09,HR
116,7461.0,2020-07-01,HR
116,7105.0,2020-06-04,HR
116,6767.0,2020-05-08,HR
116,6606.0,2020-04-23,HR
116,5870.0,2020-02-12,HR
116,5516.0,2019-12-19,HR
116,5148.0,2019-11-18,HR
116,4926.0,2019-10-30,HR
116,4625.0,2019-10-08,HR
116,4609.0,2019-10-04,HR
116,4526.0,2019-09-26,HR
116,4039.0,2019-07-25,HR
116,3723.0,2019-07-11,HR
116,3681.0,2019-07-10,HR
116,470.0,2019-06-27,HRES
116,3225.0,2019-06-12,HR
116,2995.0,2019-05-23,HR
116,2924.0,2019-05-22,HR
116,2764.0,2019-05-15,HR
116,2326.0,2019-04-15,HR
116,1792.0,2019-03-14,HR
118,972.0,2023-03-23,S
118,874.0,2023-03-16,S
118,73.0,2023-02-16,SRES
118,643.0,2023-03-02,S
118,507.0,2023-02-16,S
118,16.0,2023-01-26,SRES
117,2796.0,2021-09-22,S
117,4698.0,2022-08-01,S
117,2899.0,2021-09-29,S
117,4816.0,2022-09-12,S
117,4951.0,2022-09-27,S
117,3205.0,2021-11-15,S
117,4477.0,2022-06-23,S
117,4359.0,2022-06-08,S
117,3655.0,2022-02-16,S
117,4473.0,2022-06-23,S
117,4360.0,2022-06-08,S
117,3878.0,2022-03-17,S
117,718.0,2022-07-25,SRES
117,4988.0,2022-09-28,S
117,4388.0,2022-06-14,S
117,790.0,2022-09-21,SRES
117,2365.0,2021-07-15,S
117,3140.0,2021-11-02,S
117,2398.0,2021-07-20,S
117,4648.0,2022-07-27,S
117,4517.0,2022-07-13,S
117,4284.0,2022-05-19,S
117,4413.0,2022-06-15,S
117,3142.0,2021-11-02,S
117,2928.0,2021-10-04,S
117,4286.0,2022-05-19,S
117,4266.0,2022-05-19,S
117,2726.0,2021-09-14,S
117,4123.0,2022-05-02,S
117,3408.0,2021-12-15,S
117,2615.0,2021-08-04,S
117,3091.0,2021-10-27,S
117,3883.0,2022-03-21,S
117,2591.0,2021-08-03,S
117,528.0,2022-02-28,SRES
117,2305.0,2021-06-24,S
117,496.0,2022-01-20,SRES
117,3494.0,2022-01-12,S
117,3646.0,2022-02-14,S
117,3610.0,2022-02-09,S
117,2140.0,2021-06-21,S
117,3234.0,2021-11-18,S
117,388.0,2021-09-28,SRES
117,445.0,2021-11-04,SRES
117,2582.0,2021-08-03,S
117,2534.0,2021-07-29,S
117,2635.0,2021-08-05,S
117,1539.0,2021-05-10,S
117,332.0,2021-07-30,SRES
117,82.0,2021-03-01,SRES
118,166.0,2023-04-20,SRES
118,1225.0,2023-04-20,S
118,1226.0,2023-04-20,S
118,1195.0,2023-04-19,S
118,1082.0,2023-03-30,S
118,1081.0,2023-03-30,S
118,1083.0,2023-03-30,S
118,1068.0,2023-03-30,S
118,992.0,2023-03-28,S
118,1019.0,2023-03-28,S
118,942.0,2023-03-22,S
118,21.0,2023-03-22,SJRES
118,887.0,2023-03-21,S
118,877.0,2023-03-21,S
118,876.0,2023-03-21,S
118,879.0,2023-03-21,S
118,773.0,2023-03-09,S
118,771.0,2023-03-09,S
118,2.0,2023-01-23,SJRES
118,695.0,2023-03-08,S
118,181.0,2023-01-31,S
118,218.0,2023-02-01,S
118,9.0,2023-01-23,S
118,86.0,2023-03-01,SRES
118,314.0,2023-02-09,S
118,529.0,2023-02-27,S
118,171.0,2023-01-31,S
118,283.0,2023-02-07,S
118,172.0,2023-01-31,S
118,165.0,2023-01-31,S
118,164.0,2023-01-31,S
118,167.0,2023-01-31,S
118,169.0,2023-01-31,S
118,370.0,2023-02-09,S
118,438.0,2023-02-15,S
118,369.0,2023-02-09,S
118,29.0,2023-01-24,S
118,256.0,2023-02-02,S
118,57.0,2023-01-24,S
118,56.0,2023-01-24,S
118,60.0,2023-01-24,S
118,1.0,2023-01-25,SCONRES
118,6.0,2023-02-01,SJRES
118,240.0,2023-02-02,S
118,376.0,2023-02-09,S
118,360.0,2023-02-09,S
118,345.0,2023-02-09,S
118,90.0,2023-01-25,S
118,23.0,2023-02-01,SRES
118,12.0,2023-01-23,S
118,245.0,2023-02-02,S
118,222.0,2023-02-01,S
117,4842.0,2022-09-13,S
117,4411.0,2022-06-15,S
117,4726.0,2022-08-02,S
117,4780.0,2022-08-04,S
117,3305.0,2021-12-02,S
117,3763.0,2022-03-03,S
117,724.0,2022-07-27,SRES
117,4843.0,2022-09-13,S
117,5127.0,2022-11-17,S
117,5085.0,2022-11-14,S
117,4300.0,2022-05-24,S
117,4515.0,2022-07-13,S
117,579.0,2022-04-06,SRES
117,4818.0,2022-09-12,S
117,4856.0,2022-09-14,S
117,4907.0,2022-09-21,S
117,18.0,2021-11-01,SCONRES
117,5053.0,2022-09-29,S
117,4781.0,2022-08-04,S
117,4586.0,2022-07-21,S
117,4845.0,2022-09-14,S
117,3857.0,2022-03-16,S
117,4779.0,2022-08-04,S
117,3532.0,2022-01-20,S
117,732.0,2022-08-01,SRES
117,2611.0,2021-08-04,S
117,3322.0,2021-12-07,S
117,4600.0,2022-07-21,S
116,4266.0,2020-07-22,S
117,3151.0,2021-11-03,S
117,3440.0,2022-01-04,S
117,3119.0,2021-10-28,S
117,3002.0,2021-10-19,S
117,4172.0,2022-05-10,S
117,2376.0,2021-07-15,S
117,45.0,2022-04-27,SJRES
117,4088.0,2022-04-26,S
117,3762.0,2022-03-03,S
117,3954.0,2022-03-30,S
117,3985.0,2022-03-31,S
117,2686.0,2021-08-09,S
117,3974.0,2022-03-31,S
117,3485.0,2022-01-12,S
117,526.0,2022-02-17,SRES
117,1278.0,2021-04-21,S
117,2894.0,2021-09-29,S
117,2685.0,2021-08-09,S
117,4547.0,2022-07-19,S
117,54.0,2022-06-23,SJRES
117,3184.0,2021-11-04,S
117,34.0,2022-01-19,SJRES
117,2978.0,2021-10-07,S
117,3466.0,2022-01-10,S
117,3436.0,2021-12-18,S
117,1932.0,2021-05-27,S
117,271.0,2021-06-15,SRES
117,155.0,2021-02-02,S
116,3993.0,2020-06-17,S
116,918.0,2019-03-27,S
115,3255.0,2018-07-23,S
115,367.0,2018-01-04,SRES
114,3034.0,2016-06-08,S
114,791.0,2015-03-18,S
113,2170.0,2014-03-27,S
117,2331.0,2021-07-13,S
117,2221.0,2021-06-24,S
117,2839.0,2021-09-23,S
117,1641.0,2021-05-13,S
117,3206.0,2021-11-15,S
117,3153.0,2021-11-03,S
117,237.0,2021-05-25,SRES
117,1503.0,2021-04-29,S
117,1417.0,2021-04-28,S
117,2374.0,2021-07-15,S
117,3.0,2021-01-22,SJRES
116,3803.0,2020-05-21,S
117,290.0,2021-06-24,SRES
117,2045.0,2021-06-14,S
117,44.0,2021-01-26,S
116,5006.0,2020-12-10,S
116,2800.0,2019-11-06,S
117,523.0,2021-03-02,S
116,4345.0,2020-07-28,S
117,1722.0,2021-05-19,S
117,706.0,2021-03-11,S
117,960.0,2021-03-24,S
117,1071.0,2021-04-12,S
117,1011.0,2021-03-25,S
117,9.0,2021-02-25,SJRES
117,1088.0,2021-04-13,S
117,197.0,2021-02-03,S
117,1090.0,2021-04-13,S
117,153.0,2021-02-02,S
117,126.0,2021-01-28,S
117,1029.0,2021-03-25,S
117,705.0,2021-03-11,S
117,524.0,2021-03-02,S
117,461.0,2021-02-25,S
116,4119.0,2020-07-01,S
117,890.0,2021-03-22,S
116,4537.0,2020-09-08,S
117,1012.0,2021-03-25,S
117,842.0,2021-03-18,S
117,928.0,2021-03-23,S
117,931.0,2021-03-23,S
117,930.0,2021-03-23,S
117,929.0,2021-03-23,S
117,362.0,2021-02-23,S
116,3926.0,2020-06-09,S
117,676.0,2021-03-10,S
117,275.0,2021-02-08,S
117,154.0,2021-02-02,S
117,152.0,2021-02-02,S
117,361.0,2021-02-23,S
116,4376.0,2020-07-30,S
117,277.0,2021-02-08,S
117,276.0,2021-02-08,S
117,43.0,2021-01-26,S
117,45.0,2021-01-26,S
116,3726.0,2020-05-13,S
116,3003.0,2019-12-10,S
116,1701.0,2019-06-03,S
116,4798.0,2020-10-05,S
116,3401.0,2020-03-05,S
116,3769.0,2020-05-19,S
116,4939.0,2020-12-01,S
116,4744.0,2020-09-29,S
116,4505.0,2020-08-06,S
116,1441.0,2019-05-14,S
116,4805.0,2020-10-19,S
116,3722.0,2020-05-13,S
116,76.0,2020-10-19,SJRES
116,4799.0,2020-10-05,S
116,4604.0,2020-09-16,S
116,675.0,2020-08-06,SRES
116,2374.0,2019-07-31,S
116,4267.0,2020-07-22,S
115,539.0,2017-03-07,S
116,3112.0,2019-12-19,S
116,919.0,2019-03-27,S
116,4340.0,2020-07-28,S
116,4234.0,2020-07-21,S
116,3547.0,2020-03-19,S
116,3897.0,2020-06-04,S
116,4297.0,2020-07-23,S
116,3835.0,2020-05-21,S
116,3546.0,2020-03-19,S
116,634.0,2019-02-28,S
116,2874.0,2019-11-14,S
116,3691.0,2020-05-12,S
116,157.0,2019-01-16,S
116,4101.0,2020-06-30,S
116,3992.0,2020-06-17,S
116,2930.0,2019-11-21,S
116,3310.0,2020-02-13,S
116,3927.0,2020-06-09,S
116,3966.0,2020-06-16,S
116,3949.0,2020-06-11,S
116,3802.0,2020-05-21,S
116,525.0,2020-03-02,SRES
116,3694.0,2020-05-12,S
116,2161.0,2019-07-18,S
116,570.0,2020-05-12,SRES
116,1.0,2019-01-03,SJRES
116,533.0,2019-02-14,S
116,188.0,2019-05-02,SRES
116,388.0,2019-10-30,SRES
116,1030.0,2019-04-04,S
116,3545.0,2020-03-19,S
116,2386.0,2019-07-31,S
115,2688.0,2018-04-17,S
115,3799.0,2018-12-19,S
116,1886.0,2019-06-18,S
115,3801.0,2018-12-20,S
115,3774.0,2018-12-18,S
116,1771.0,2019-06-11,S
116,1442.0,2019-05-14,S
116,466.0,2020-01-09,SRES
116,1335.0,2019-05-06,S
116,1635.0,2019-05-23,S
116,1282.0,2019-05-02,S
116,34.0,2019-01-08,S
116,517.0,2019-02-14,S
115,2903.0,2018-05-22,S
115,3526.0,2018-09-28,S
115,3257.0,2018-07-24,S
115,3202.0,2018-07-12,S
115,3370.0,2018-08-23,S
115,2022.0,2017-10-26,S
115,2021.0,2017-10-26,S
115,3758.0,2018-12-13,S
115,2778.0,2018-04-26,S
115,2265.0,2017-12-21,S
115,3277.0,2018-07-25,S
115,3560.0,2018-10-09,S
115,2163.0,2017-11-28,S
116,567.0,2019-02-26,S
116,1824.0,2019-06-12,S
116,1162.0,2019-04-11,S
116,25.0,2019-01-03,S
116,1092.0,2019-04-09,S
116,1478.0,2019-05-15,S
115,2687.0,2018-04-17,S
116,189.0,2019-05-02,SRES
116,1586.0,2019-05-22,S
115,732.0,2018-12-17,SRES
115,3735.0,2018-12-10,S
115,2985.0,2018-06-04,S
115,3091.0,2018-06-19,S
113,2965.0,2014-11-20,S
113,2779.0,2014-09-08,S
113,2672.0,2014-07-28,S
113,2666.0,2014-07-24,S
113,2631.0,2014-07-17,S
113,2577.0,2014-07-09,S
113,2579.0,2014-07-09,S
113,2510.0,2014-06-19,S
113,2415.0,2014-06-03,S
113,2416.0,2014-06-03,S
113,2195.0,2014-04-01,S
113,2072.0,2014-02-27,S
113,2073.0,2014-02-27,S
113,2066.0,2014-02-27,S
113,2067.0,2014-02-27,S
113,2024.0,2014-02-12,S
113,1661.0,2013-11-07,S
113,1594.0,2013-10-29,S
113,1336.0,2013-07-18,S
113,1292.0,2013-07-11,S
113,729.0,2013-04-15,S
113,730.0,2013-04-15,S
113,505.0,2013-03-07,S
113,177.0,2013-01-29,S
113,23.0,2013-10-02,SJRES
113,487.0,2014-06-26,SRES
113,482.0,2014-06-24,SRES
113,328.0,2014-01-06,SRES
113,252.0,2013-09-24,SRES
113,225.0,2013-09-12,SRES
113,41.0,2014-07-24,SCONRES
115,3102.0,2018-06-21,S
115,3317.0,2018-08-01,S
114,3488.0,2016-11-30,S
115,3506.0,2018-09-26,S
115,650.0,2018-09-25,SRES
115,587.0,2018-07-23,SRES
115,2281.0,2018-01-04,S
115,2291.0,2018-01-10,S
115,45.0,2017-01-05,S
115,2288.0,2018-01-10,S
115,2220.0,2017-12-12,S
115,1569.0,2017-07-17,S
115,1404.0,2017-06-21,S
115,972.0,2017-04-27,S
115,30.0,2017-11-16,SCONRES
115,1452.0,2017-06-28,S
115,2167.0,2017-11-28,S
115,1394.0,2017-06-21,S
115,245.0,2017-08-03,SRES
115,291.0,2017-10-16,SRES
115,2.0,2017-01-03,SJRES
115,272.0,2017-09-28,SRES
115,939.0,2017-04-25,S
115,216.0,2017-07-10,SRES
115,672.0,2017-03-21,S
115,223.0,2017-07-19,SRES
115,1892.0,2017-09-28,S
115,1060.0,2017-05-04,S
115,361.0,2017-02-13,S
115,1587.0,2017-07-19,S
115,370.0,2017-02-14,S
115,68.0,2017-01-09,S
115,107.0,2017-01-12,S
115,1187.0,2017-05-18,S
115,37.0,2017-03-09,SJRES
114,12.0,2015-04-23,SJRES
115,789.0,2017-03-30,S
115,442.0,2017-02-17,S
114,1853.0,2015-07-23,S
115,23.0,2017-02-16,SJRES
115,27.0,2017-01-24,SRES
115,67.0,2017-01-09,S
115,211.0,2017-01-24,S
114,3346.0,2016-09-15,S
115,106.0,2017-01-12,S
114,3284.0,2016-09-06,S
114,584.0,2016-09-28,SRES
114,2538.0,2016-02-10,S
114,1804.0,2015-07-21,S
114,2388.0,2015-12-10,S
114,2790.0,2016-04-13,S
114,2193.0,2015-10-21,S
114,2230.0,2015-11-03,S
114,2537.0,2016-02-10,S
114,2394.0,2015-12-10,S
114,2302.0,2015-11-18,S
114,2455.0,2016-01-20,S
114,2451.0,2016-01-20,S
114,2094.0,2015-09-29,S
114,224.0,2015-07-21,SRES
114,2363.0,2015-12-08,S
114,247.0,2015-01-22,S
114,1627.0,2015-06-18,S
114,1593.0,2015-06-17,S
114,226.0,2015-07-21,SRES
114,825.0,2015-03-19,S
114,1762.0,2015-07-14,S
114,1297.0,2015-05-12,S
114,647.0,2015-03-03,S
114,435.0,2015-02-10,S
114,339.0,2015-02-02,S
114,273.0,2015-01-28,S
114,274.0,2015-01-28,S
114,249.0,2015-01-22,S
114,11.0,2015-03-18,SJRES
114,10.0,2015-03-18,SJRES
114,238.0,2015-07-30,SRES
114,1080.0,2015-04-23,S
114,336.0,2015-02-02,S
118,122.0,2023-03-23,SRES
118,959.0,2023-03-23,S
118,100.0,2023-03-08,SRES
118,711.0,2023-03-08,S
118,4.0,2023-02-16,SCONRES
118,422.0,2023-02-14,S
117,9452.0,2022-12-07,HR
117,9451.0,2022-12-07,HR
117,9405.0,2022-12-02,HR
117,9039.0,2022-09-29,HR
117,8998.0,2022-09-28,HR
117,8753.0,2022-08-30,HR
117,8556.0,2022-07-28,HR
117,8523.0,2022-07-27,HR
117,8461.0,2022-07-21,HR
117,8353.0,2022-07-13,HR
117,8283.0,2022-07-05,HR
117,8176.0,2022-06-22,HR
117,8099.0,2022-06-16,HR
117,7954.0,2022-06-07,HR
117,7450.0,2022-04-07,HR
117,7396.0,2022-04-05,HR
117,7264.0,2022-03-29,HR
117,7113.0,2022-03-17,HR
117,7114.0,2022-03-17,HR
117,6536.0,2022-02-01,HR
117,883.0,2022-01-20,HRES
117,6297.0,2021-12-16,HR
117,5968.0,2021-11-15,HR
117,61.0,2021-11-12,HCONRES
117,4304.0,2021-07-01,HR
117,5207.0,2021-09-10,HR
117,3977.0,2021-06-17,HR
117,3976.0,2021-06-17,HR
117,37.0,2021-05-28,HCONRES
117,3567.0,2021-05-28,HR
117,3479.0,2021-05-25,HR
117,2720.0,2021-04-21,HR
117,1486.0,2021-03-02,HR
117,1284.0,2021-02-24,HR
117,1101.0,2021-02-18,HR
117,1100.0,2021-02-18,HR
117,968.0,2021-02-11,HR
117,969.0,2021-02-11,HR
117,967.0,2021-02-11,HR
117,742.0,2021-02-03,HR
117,688.0,2021-02-02,HR
117,515.0,2021-01-28,HR
117,514.0,2021-01-28,HR
117,513.0,2021-01-28,HR
117,387.0,2021-01-21,HR
117,296.0,2021-01-13,HR
117,294.0,2021-01-13,HR
117,295.0,2021-01-13,HR
117,277.0,2021-01-12,HR
117,76.0,2021-01-04,HR
116,9042.0,2020-12-21,HR
116,8770.0,2020-11-18,HR
116,8703.0,2020-10-30,HR
116,8596.0,2020-10-16,HR
116,8478.0,2020-10-01,HR
116,8324.0,2020-09-21,HR
116,8202.0,2020-09-11,HR
116,1073.0,2020-07-30,HRES
116,7768.0,2020-07-24,HR
116,7506.0,2020-07-09,HR
116,7199.0,2020-06-15,HR
116,7087.0,2020-06-04,HR
116,7067.0,2020-06-01,HR
116,7044.0,2020-05-28,HR
116,6805.0,2020-05-12,HR
116,927.0,2020-04-17,HRES
116,916.0,2020-04-07,HRES
116,6338.0,2020-03-23,HR
116,6337.0,2020-03-23,HR
116,6297.0,2020-03-19,HR
116,6099.0,2020-03-05,HR
116,5985.0,2020-02-27,HR
116,5782.0,2020-02-06,HR
116,818.0,2020-01-30,HRES
116,5629.0,2020-01-16,HR
116,782.0,2020-01-09,HRES
116,4950.0,2019-10-31,HR
116,4484.0,2019-09-25,HR
116,4411.0,2019-09-19,HR
116,4286.0,2019-09-11,HR
116,3964.0,2019-07-25,HR
116,3963.0,2019-07-25,HR
116,3939.0,2019-07-24,HR
116,3768.0,2019-07-16,HR
116,435.0,2019-06-11,HRES
116,2743.0,2019-05-15,HR
116,350.0,2019-05-02,HRES
116,1858.0,2019-03-25,HR
116,1068.0,2019-02-07,HR
116,433.0,2019-01-10,HR
116,56.0,2019-01-03,HR
115,7361.0,2018-12-20,HR
115,7085.0,2018-10-23,HR
115,6981.0,2018-09-28,HR
115,6849.0,2018-09-20,HR
115,6721.0,2018-09-06,HR
115,6403.0,2018-07-17,HR
115,6261.0,2018-06-28,HR
115,6127.0,2018-06-15,HR
115,6035.0,2018-06-07,HR
115,5999.0,2018-06-05,HR
115,5614.0,2018-04-25,HR
115,5470.0,2018-04-11,HR
115,797.0,2018-03-22,HRES
115,5254.0,2018-03-13,HR
115,759.0,2018-03-01,HRES
115,130.0,2018-02-27,HJRES
115,5091.0,2018-02-26,HR
115,5035.0,2018-02-15,HR
115,5036.0,2018-02-15,HR
115,4959.0,2018-02-07,HR
115,4752.0,2018-01-10,HR
115,4247.0,2017-11-03,HR
115,3903.0,2017-10-02,HR
115,3868.0,2017-09-28,HR
115,3442.0,2017-07-27,HR
115,3321.0,2017-07-20,HR
115,329.0,2017-05-17,HRES
115,2127.0,2017-04-25,HR
115,72.0,2017-02-14,HJRES
115,100.0,2017-02-07,HRES
115,789.0,2017-02-01,HR
118,1045.0,2023-03-29,S
118,817.0,2023-03-15,S
118,94.0,2023-03-06,SRES
117,5035.0,2022-09-29,S
118,388.0,2023-02-09,S
117,4214.0,2022-05-12,S
117,5312.0,2022-12-20,S
117,5321.0,2022-12-20,S
117,5322.0,2022-12-20,S
117,5284.0,2022-12-15,S
117,5299.0,2022-12-19,S
117,5267.0,2022-12-15,S
117,5255.0,2022-12-14,S
117,4980.0,2022-09-28,S
117,5186.0,2022-12-05,S
117,2014.0,2021-06-10,S
117,5315.0,2022-12-20,S
117,781.0,2022-09-20,SRES
117,5173.0,2022-12-01,S
117,2907.0,2021-09-30,S
117,3847.0,2022-03-16,S
117,4043.0,2022-04-07,S
117,2371.0,2021-07-15,S
117,4742.0,2022-08-02,S
117,3022.0,2021-10-20,S
117,4159.0,2022-05-05,S
117,2314.0,2021-07-12,S
117,2402.0,2021-07-20,S
117,3631.0,2022-02-10,S
117,4100.0,2022-04-27,S
117,4500.0,2022-07-11,S
117,3867.0,2022-03-17,S
117,2723.0,2021-09-13,S
117,4803.0,2022-09-08,S
117,4616.0,2022-07-26,S
117,874.0,2021-03-18,S
117,1925.0,2021-05-27,S
117,4508.0,2022-07-12,S
117,1569.0,2021-05-11,S
117,4408.0,2022-06-15,S
117,3582.0,2022-02-03,S
117,4374.0,2022-06-09,S
117,4380.0,2022-06-13,S
117,2497.0,2021-07-28,S
117,2400.0,2021-07-20,S
117,47.0,2022-05-19,SJRES
117,4177.0,2022-05-10,S
117,2368.0,2021-07-15,S
117,1398.0,2021-04-27,S
117,4108.0,2022-04-28,S
117,4107.0,2022-04-28,S
117,1989.0,2021-06-09,S
117,3968.0,2022-03-30,S
117,2926.0,2021-10-04,S
117,3418.0,2021-12-16,S
117,1731.0,2021-05-20,S
117,3886.0,2022-03-21,S
117,3444.0,2022-01-05,S
117,457.0,2021-11-18,SRES
117,3734.0,2022-03-02,S
116,5070.0,2020-12-19,S
117,3758.0,2022-03-03,S
117,1217.0,2021-04-19,S
116,3851.0,2020-06-01,S
117,502.0,2022-02-01,SRES
117,3641.0,2022-02-14,S
117,681.0,2021-03-10,S
117,1730.0,2021-05-20,S
117,334.0,2021-08-03,SRES
117,3642.0,2022-02-14,S
117,419.0,2021-10-07,SRES
117,2882.0,2021-09-29,S
117,1368.0,2021-04-26,S
117,2776.0,2021-09-21,S
117,2187.0,2021-06-23,S
117,1220.0,2021-04-19,S
116,3514.0,2020-03-17,S
117,2943.0,2021-10-06,S
117,1365.0,2021-04-26,S
116,4566.0,2020-09-14,S
116,4809.0,2020-10-19,S
116,4331.0,2020-07-27,S
116,3165.0,2020-01-08,S
115,1470.0,2017-06-28,S
117,30.0,2021-11-17,SJRES
117,1921.0,2021-05-27,S
117,1868.0,2021-05-26,S
117,433.0,2021-10-28,SRES
117,1788.0,2021-05-24,S
117,1219.0,2021-04-19,S
117,2486.0,2021-07-27,S
117,2396.0,2021-07-20,S
116,3087.0,2019-12-18,S
117,1327.0,2021-04-22,S
117,1573.0,2021-05-11,S
116,4000.0,2020-06-18,S
117,2680.0,2021-08-09,S
117,325.0,2021-07-28,SRES
116,4811.0,2020-10-19,S
116,4170.0,2020-07-02,S
116,717.0,2020-09-24,SRES
116,4192.0,2020-07-02,S
116,3162.0,2020-01-08,S
117,1366.0,2021-04-26,S
116,5082.0,2020-12-21,S
116,4984.0,2020-12-09,S
116,4175.0,2020-07-02,S
116,3161.0,2020-01-08,S
117,1073.0,2021-04-12,S
117,598.0,2021-03-04,S
116,3852.0,2020-06-01,S
117,328.0,2021-02-12,S
116,3854.0,2020-06-01,S
116,4005.0,2020-06-18,S
117,1367.0,2021-04-26,S
117,512.0,2021-03-01,S
117,510.0,2021-03-01,S
117,188.0,2021-02-03,S
117,729.0,2021-03-11,S
116,3164.0,2020-01-08,S
117,85.0,2021-03-01,SRES
116,1329.0,2019-05-06,S
117,148.0,2021-04-12,SRES
117,515.0,2021-03-01,S
117,679.0,2021-03-10,S
117,783.0,2021-03-16,S
117,104.0,2021-03-10,SRES
116,647.0,2020-07-02,SRES
117,324.0,2021-02-12,S
117,268.0,2021-02-04,S
117,187.0,2021-02-03,S
116,3847.0,2020-06-01,S
117,162.0,2021-02-02,S
116,3213.0,2020-01-16,S
116,4991.0,2020-12-09,S
116,3256.0,2020-02-05,S
116,1213.0,2019-04-11,S
116,4184.0,2020-07-02,S
116,317.0,2019-09-18,SRES
116,3848.0,2020-06-01,S
116,768.0,2019-03-13,S
116,4191.0,2020-07-02,S
116,2235.0,2019-07-23,S
116,787.0,2019-03-13,S
116,4941.0,2020-12-01,S
116,1365.0,2019-05-08,S
116,4141.0,2020-07-01,S
116,4536.0,2020-09-08,S
116,4769.0,2020-09-30,S
116,882.0,2019-03-26,S
116,1501.0,2019-05-16,S
116,4076.0,2020-06-25,S
116,1229.0,2019-04-29,S
