congress,number,introduced_date,type
116,2290.0,2019-07-25,S
116,4369.0,2020-07-29,S
116,685.0,2020-09-09,SRES
116,3088.0,2019-12-18,S
116,4842.0,2020-10-21,S
116,465.0,2019-02-12,S
116,1938.0,2019-06-20,S
116,3474.0,2020-03-12,S
116,714.0,2020-09-23,SRES
116,2638.0,2019-10-17,S
116,2679.0,2019-10-23,S
116,2278.0,2019-07-25,S
116,1816.0,2019-06-12,S
115,2630.0,2018-03-22,S
116,2665.0,2019-10-22,S
116,2291.0,2019-07-25,S
116,1404.0,2019-05-09,S
116,1244.0,2019-04-30,S
115,3088.0,2018-06-19,S
115,2968.0,2018-05-24,S
116,3991.0,2020-06-17,S
116,1764.0,2019-06-10,S
116,3633.0,2020-05-06,S
116,3782.0,2020-05-20,S
116,2822.0,2019-11-07,S
116,3791.0,2020-05-20,S
116,2821.0,2019-11-07,S
116,3680.0,2020-05-11,S
116,2797.0,2019-11-06,S
116,3679.0,2020-05-11,S
116,3475.0,2020-03-12,S
116,1612.0,2019-05-22,S
116,996.0,2019-04-02,S
116,1573.0,2019-05-21,S
116,1985.0,2019-06-26,S
115,2565.0,2018-03-15,S
116,3382.0,2020-03-03,S
116,2086.0,2019-07-11,S
116,2825.0,2019-11-07,S
115,1727.0,2017-08-02,S
116,1330.0,2019-05-06,S
115,3804.0,2018-12-21,S
116,621.0,2019-02-28,S
116,1761.0,2019-06-10,S
116,505.0,2019-02-14,S
115,3432.0,2018-09-12,S
116,876.0,2019-03-26,S
116,2035.0,2019-06-27,S
115,3492.0,2018-09-25,S
116,2087.0,2019-07-11,S
116,442.0,2019-11-21,SRES
116,2272.0,2019-07-25,S
116,2027.0,2019-06-27,S
116,328.0,2019-09-24,SRES
116,233.0,2019-01-28,S
116,165.0,2019-04-11,SRES
116,1401.0,2019-05-09,S
116,1042.0,2019-04-04,S
116,1402.0,2019-05-09,S
116,563.0,2019-02-26,S
116,216.0,2019-05-21,SRES
115,3459.0,2018-09-18,S
116,1143.0,2019-04-11,S
115,3002.0,2018-06-06,S
115,3037.0,2018-06-07,S
115,1783.0,2017-09-07,S
115,3665.0,2018-11-28,S
115,1050.0,2017-05-04,S
115,2679.0,2018-04-16,S
115,3728.0,2018-12-06,S
115,3630.0,2018-11-15,S
115,2363.0,2018-01-30,S
116,1040.0,2019-04-04,S
115,3691.0,2018-11-29,S
116,451.0,2019-02-12,S
116,31.0,2019-01-08,S
115,2390.0,2018-02-07,S
115,2488.0,2018-03-01,S
115,3687.0,2018-11-29,S
115,2361.0,2018-01-30,S
115,1690.0,2017-08-01,S
116,130.0,2019-03-28,SRES
115,1903.0,2017-10-02,S
115,451.0,2018-03-22,SRES
116,29.0,2019-01-25,SRES
113,5817.0,2014-12-09,HR
113,5336.0,2014-07-31,HR
113,4628.0,2014-05-09,HR
113,2859.0,2013-07-30,HR
113,1796.0,2013-04-26,HR
113,1321.0,2013-03-21,HR
113,703.0,2014-07-31,HRES
113,558.0,2014-04-29,HRES
115,711.0,2018-11-29,SRES
115,2250.0,2017-12-19,S
115,2520.0,2018-03-08,S
115,2869.0,2018-05-16,S
115,3647.0,2018-11-15,S
115,2861.0,2018-05-16,S
115,383.0,2018-01-25,SRES
115,339.0,2017-11-16,SRES
115,1401.0,2017-06-21,S
115,1704.0,2017-08-02,S
115,2000.0,2017-10-24,S
115,1110.0,2017-05-11,S
115,463.0,2018-04-12,SRES
115,1971.0,2017-10-17,S
115,1725.0,2017-08-02,S
115,1703.0,2017-08-02,S
115,1160.0,2017-05-17,S
115,814.0,2017-04-04,S
115,1161.0,2017-05-17,S
115,1474.0,2017-06-29,S
115,304.0,2017-10-25,SRES
115,275.0,2017-09-28,SRES
115,2411.0,2018-02-08,S
115,271.0,2017-09-28,SRES
115,1679.0,2017-07-31,S
115,187.0,2017-06-07,SRES
115,169.0,2017-05-17,SRES
115,496.0,2017-03-02,S
114,6502.0,2016-12-08,HR
114,6441.0,2016-12-06,HR
114,6132.0,2016-09-22,HR
114,872.0,2016-09-15,HRES
114,5932.0,2016-09-06,HR
114,5922.0,2016-07-21,HR
114,5833.0,2016-07-14,HR
114,5643.0,2016-07-06,HR
114,5642.0,2016-07-06,HR
114,5534.0,2016-06-20,HR
114,5106.0,2016-04-28,HR
114,5062.0,2016-04-26,HR
114,5033.0,2016-04-21,HR
114,4797.0,2016-03-17,HR
114,4796.0,2016-03-17,HR
114,4681.0,2016-03-03,HR
114,4682.0,2016-03-03,HR
114,4668.0,2016-03-02,HR
114,4433.0,2016-02-02,HR
114,4144.0,2015-12-01,HR
114,4135.0,2015-11-30,HR
114,3964.0,2015-11-05,HR
114,3862.0,2015-10-29,HR
114,3163.0,2015-07-22,HR
114,2979.0,2015-07-08,HR
114,2718.0,2015-06-10,HR
114,2531.0,2015-05-21,HR
114,2530.0,2015-05-21,HR
114,2221.0,2015-05-01,HR
118,129.0,2023-03-28,SRES
117,2357.0,2021-07-15,S
118,24.0,2023-01-23,S
118,188.0,2023-01-31,S
118,203.0,2023-02-01,S
118,24.0,2023-02-01,SRES
118,503.0,2023-02-16,S
118,247.0,2023-02-02,S
118,21.0,2023-02-01,SRES
118,22.0,2023-01-23,S
118,21.0,2023-01-23,S
117,2605.0,2021-08-04,S
118,25.0,2023-01-23,S
118,14.0,2023-01-23,S
117,5327.0,2022-12-20,S
117,660.0,2022-05-26,SRES
117,4179.0,2022-05-10,S
117,864.0,2022-12-08,SRES
117,5215.0,2022-12-08,S
117,827.0,2022-10-11,SRES
117,780.0,2022-09-20,SRES
117,736.0,2021-03-11,S
117,720.0,2022-07-26,SRES
117,4669.0,2022-07-28,S
117,4556.0,2022-07-19,S
117,733.0,2022-08-01,SRES
117,2805.0,2021-09-22,S
117,1769.0,2021-05-20,S
117,624.0,2022-05-09,SRES
117,4826.0,2022-09-13,S
117,568.0,2022-03-30,SRES
117,4833.0,2022-09-13,S
117,3162.0,2021-11-03,S
117,4740.0,2022-08-02,S
117,3297.0,2021-12-01,S
117,2432.0,2021-07-22,S
117,4666.0,2022-07-28,S
117,2100.0,2021-06-17,S
117,3158.0,2021-11-03,S
117,2888.0,2021-09-29,S
117,4660.0,2022-07-28,S
117,144.0,2021-02-01,S
117,2223.0,2021-06-24,S
117,3387.0,2021-12-14,S
117,1819.0,2021-05-25,S
116,1469.0,2019-05-14,S
117,4278.0,2022-05-19,S
117,4231.0,2022-05-17,S
117,1179.0,2021-04-15,S
117,138.0,2021-01-28,S
117,603.0,2022-04-28,SRES
117,222.0,2021-05-18,SRES
116,4431.0,2020-08-04,S
116,2125.0,2019-07-16,S
117,2385.0,2021-07-20,S
117,2356.0,2021-07-15,S
117,2806.0,2021-09-22,S
117,1642.0,2021-05-13,S
117,3887.0,2022-03-21,S
117,253.0,2021-02-04,S
117,537.0,2022-03-07,SRES
117,3203.0,2021-11-04,S
117,1469.0,2021-04-29,S
117,3623.0,2022-02-09,S
117,3776.0,2022-03-08,S
117,854.0,2021-03-18,S
117,2669.0,2021-08-05,S
117,500.0,2022-02-01,SRES
117,346.0,2021-08-09,SRES
116,4718.0,2020-09-24,S
116,2398.0,2019-07-31,S
116,2843.0,2019-11-13,S
115,3127.0,2018-06-25,S
114,2552.0,2016-02-11,S
114,2372.0,2015-12-08,S
113,2588.0,2014-07-10,S
116,3811.0,2020-05-21,S
117,1855.0,2021-05-26,S
117,1906.0,2021-05-27,S
117,421.0,2021-10-18,SRES
117,351.0,2021-08-09,SRES
117,2537.0,2021-07-29,S
117,2532.0,2021-07-29,S
117,2430.0,2021-07-22,S
117,2412.0,2021-07-21,S
117,2749.0,2021-09-15,S
117,2718.0,2021-09-13,S
117,2288.0,2021-06-24,S
117,273.0,2021-02-08,S
116,2253.0,2019-07-24,S
116,726.0,2019-03-07,S
117,2722.0,2021-09-13,S
116,1253.0,2019-04-30,S
117,318.0,2021-07-26,SRES
116,1733.0,2019-06-05,S
116,3070.0,2019-12-17,S
117,253.0,2021-05-27,SRES
117,167.0,2021-04-21,SRES
117,580.0,2021-03-03,S
117,2313.0,2021-07-12,S
116,4043.0,2020-06-23,S
117,311.0,2021-02-12,S
117,933.0,2021-03-23,S
116,2032.0,2019-06-27,S
116,4352.0,2020-07-29,S
116,3720.0,2020-05-13,S
116,4703.0,2020-09-24,S
117,572.0,2021-03-03,S
117,102.0,2021-01-28,S
117,160.0,2021-04-15,SRES
117,752.0,2021-03-16,S
117,36.0,2021-01-25,S
117,588.0,2021-03-04,S
116,5041.0,2020-12-17,S
117,123.0,2021-03-18,SRES
116,774.0,2019-03-13,S
116,3746.0,2020-05-14,S
116,4556.0,2020-09-10,S
117,58.0,2021-01-27,S
116,4491.0,2020-08-06,S
116,3974.0,2020-06-17,S
116,753.0,2020-10-22,SRES
116,690.0,2020-09-14,SRES
116,3042.0,2019-12-12,S
116,773.0,2020-11-12,SRES
116,772.0,2020-11-12,SRES
116,763.0,2020-10-26,SRES
116,799.0,2020-12-10,SRES
116,4955.0,2020-12-03,S
116,906.0,2019-03-27,S
116,4683.0,2020-09-24,S
116,1395.0,2019-05-09,S
116,4183.0,2020-07-02,S
116,4612.0,2020-09-17,S
116,678.0,2020-08-06,SRES
116,506.0,2019-02-14,S
116,4530.0,2020-08-13,S
116,4476.0,2020-08-06,S
115,357.0,2017-02-13,S
116,3815.0,2020-05-21,S
116,4132.0,2020-07-01,S
116,649.0,2020-07-02,SRES
116,3946.0,2020-06-11,S
116,703.0,2019-03-07,S
116,1438.0,2019-05-14,S
116,2983.0,2019-12-05,S
116,923.0,2019-03-28,S
116,560.0,2020-05-06,SRES
116,563.0,2020-05-06,SRES
115,398.0,2018-02-07,SRES
116,492.0,2020-02-05,SRES
116,387.0,2019-10-30,SRES
116,178.0,2019-04-30,SRES
116,304.0,2019-08-01,SRES
116,255.0,2019-06-20,SRES
116,2349.0,2019-07-31,S
116,275.0,2019-07-15,SRES
116,93.0,2019-01-10,S
116,292.0,2019-01-31,S
116,486.0,2020-01-28,SRES
116,462.0,2019-12-19,SRES
115,534.0,2017-03-06,S
116,302.0,2019-07-31,SRES
116,30.0,2019-01-25,SRES
115,612.0,2018-08-22,SRES
116,2083.0,2019-07-10,S
116,67.0,2019-01-09,S
116,974.0,2019-04-01,S
114,2013.0,2015-09-09,S
114,630.0,2015-03-03,S
116,2012.0,2019-06-27,S
116,175.0,2019-01-17,S
116,316.0,2019-02-04,S
115,1993.0,2017-10-19,S
116,127.0,2019-01-15,S
116,2612.0,2019-10-16,S
116,66.0,2019-01-09,S
115,3668.0,2018-11-28,S
115,2482.0,2018-03-01,S
115,3155.0,2018-06-28,S
115,2838.0,2018-05-15,S
115,2773.0,2018-04-26,S
115,686.0,2018-11-13,SRES
115,2561.0,2018-03-15,S
116,66.0,2019-02-11,SRES
115,2881.0,2018-05-17,S
116,208.0,2019-05-14,SRES
116,308.0,2019-01-31,S
115,1768.0,2017-09-06,S
116,1318.0,2019-05-02,S
115,1113.0,2017-05-11,S
116,125.0,2019-03-27,SRES
116,36.0,2019-01-31,SRES
116,798.0,2019-03-14,S
116,796.0,2019-03-14,S
116,797.0,2019-03-14,S
116,794.0,2019-03-14,S
116,795.0,2019-03-14,S
113,2941.0,2014-11-19,S
113,2908.0,2014-09-18,S
113,2741.0,2014-07-31,S
113,2653.0,2014-07-24,S
113,2622.0,2014-07-17,S
113,2198.0,2014-04-01,S
113,2145.0,2014-03-13,S
113,2146.0,2014-03-13,S
113,2016.0,2014-02-11,S
113,1987.0,2014-02-04,S
113,1888.0,2013-12-20,S
113,1889.0,2013-12-20,S
113,1813.0,2013-12-12,S
113,1807.0,2013-12-12,S
113,1686.0,2013-11-12,S
113,1681.0,2013-11-12,S
113,1636.0,2013-10-31,S
113,1631.0,2013-10-31,S
113,1494.0,2013-09-11,S
113,1451.0,2013-08-01,S
113,1323.0,2013-07-18,S
113,1256.0,2013-06-27,S
113,1245.0,2013-06-27,S
113,1236.0,2013-06-26,S
113,1175.0,2013-06-18,S
113,1136.0,2013-06-11,S
113,1124.0,2013-06-10,S
113,820.0,2013-04-25,S
113,781.0,2013-04-23,S
113,756.0,2013-04-17,S
113,706.0,2013-04-11,S
113,667.0,2013-04-08,S
113,663.0,2013-03-22,S
113,598.0,2013-03-18,S
113,595.0,2013-03-18,S
113,594.0,2013-03-18,S
113,593.0,2013-03-18,S
113,592.0,2013-03-18,S
113,585.0,2013-03-18,S
113,588.0,2013-03-18,S
113,589.0,2013-03-18,S
113,590.0,2013-03-18,S
113,591.0,2013-03-18,S
113,586.0,2013-03-18,S
113,587.0,2013-03-18,S
113,584.0,2013-03-18,S
113,482.0,2013-03-06,S
113,477.0,2013-03-06,S
113,431.0,2013-02-28,S
113,432.0,2013-02-28,S
113,419.0,2013-02-28,S
113,261.0,2013-02-07,S
113,224.0,2013-02-04,S
113,225.0,2013-02-04,S
113,228.0,2013-02-04,S
113,208.0,2013-02-04,S
113,197.0,2013-01-31,S
113,150.0,2013-01-24,S
113,531.0,2014-07-31,SRES
113,470.0,2014-06-11,SRES
113,445.0,2014-05-14,SRES
113,286.0,2013-11-05,SRES
113,245.0,2013-09-19,SRES
113,203.0,2013-07-30,SRES
113,178.0,2013-06-20,SRES
113,173.0,2013-06-18,SRES
113,50.0,2013-02-26,SRES
113,9.0,2013-03-19,SCONRES
115,448.0,2018-03-22,SRES
115,540.0,2018-06-12,SRES
115,730.0,2018-12-13,SRES
115,438.0,2018-03-19,SRES
115,717.0,2018-12-06,SRES
115,32.0,2017-01-05,S
115,1307.0,2017-06-07,S
115,3001.0,2018-06-06,S
115,550.0,2018-06-18,SRES
115,630.0,2018-09-17,SRES
115,632.0,2018-09-18,SRES
115,629.0,2017-03-14,S
115,385.0,2018-01-29,SRES
115,267.0,2017-09-25,SRES
115,2095.0,2017-11-08,S
115,2006.0,2017-10-25,S
115,39.0,2018-06-11,SCONRES
115,1212.0,2017-05-24,S
115,3036.0,2018-06-07,S
115,1464.0,2017-06-28,S
115,2743.0,2018-04-24,S
115,611.0,2017-03-13,S
115,1272.0,2017-05-25,S
115,1276.0,2017-05-25,S
115,1916.0,2017-10-04,S
114,2533.0,2016-02-10,S
115,1667.0,2017-07-27,S
114,3269.0,2016-07-14,S
114,414.0,2015-02-09,S
114,24.0,2015-01-06,S
115,1034.0,2017-05-03,S
115,1114.0,2017-05-11,S
115,147.0,2017-04-27,SRES
115,248.0,2017-08-03,SRES
115,209.0,2017-06-28,SRES
115,208.0,2017-06-28,SRES
114,2172.0,2015-10-08,S
115,897.0,2017-04-07,S
115,192.0,2017-06-15,SRES
115,1763.0,2017-09-05,S
115,249.0,2017-08-03,SRES
115,232.0,2017-01-24,S
115,731.0,2017-03-27,S
114,1894.0,2015-07-29,S
115,562.0,2017-03-07,S
115,557.0,2017-03-07,S
115,556.0,2017-03-07,S
115,561.0,2017-03-07,S
115,560.0,2017-03-07,S
115,559.0,2017-03-07,S
115,558.0,2017-03-07,S
115,555.0,2017-03-07,S
114,36.0,2015-01-06,S
114,32.0,2015-01-06,S
114,27.0,2015-01-06,S
114,29.0,2015-01-06,S
114,28.0,2015-01-06,S
115,608.0,2017-03-13,S
114,3476.0,2016-11-17,S
115,240.0,2017-01-30,S
114,2171.0,2015-10-08,S
115,274.0,2017-02-01,S
115,31.0,2017-01-04,S
115,30.0,2017-01-04,S
114,637.0,2016-12-10,SRES
114,3080.0,2016-06-21,S
114,2895.0,2016-04-28,S
114,52.0,2016-09-28,SCONRES
114,43.0,2016-07-11,SCONRES
114,494.0,2016-06-14,SRES
114,370.0,2015-02-04,S
114,1014.0,2015-04-20,S
114,459.0,2016-05-09,SRES
114,409.0,2016-03-17,SRES
114,2568.0,2016-02-23,S
114,551.0,2015-02-24,S
114,2442.0,2016-01-12,S
114,2422.0,2015-12-18,S
114,821.0,2015-03-19,S
114,256.0,2015-01-27,S
114,2125.0,2015-10-01,S
114,2337.0,2015-12-01,S
114,1170.0,2015-04-30,S
114,1957.0,2015-08-05,S
114,299.0,2015-10-28,SRES
114,1608.0,2015-06-18,S
114,259.0,2015-09-17,SRES
114,15.0,2015-05-04,SCONRES
114,1469.0,2015-05-23,S
114,1300.0,2015-05-12,S
114,223.0,2015-07-14,SRES
114,2029.0,2015-09-15,S
114,214.0,2015-06-25,SRES
114,200.0,2015-06-11,SRES
114,1369.0,2015-05-19,S
114,1098.0,2015-04-27,S
114,1094.0,2015-04-27,S
114,1093.0,2015-04-27,S
114,1097.0,2015-04-27,S
114,1091.0,2015-04-27,S
114,1095.0,2015-04-27,S
114,1006.0,2015-04-16,S
114,833.0,2015-03-23,S
114,621.0,2015-03-02,S
114,487.0,2015-02-12,S
114,81.0,2015-01-07,S
114,166.0,2015-05-04,SRES
114,1092.0,2015-04-27,S
114,1096.0,2015-04-27,S
114,596.0,2015-02-26,S
114,140.0,2015-01-08,S
114,216.0,2015-06-25,SRES
114,60.0,2015-01-30,SRES
114,40.0,2015-01-26,SRES
118,1251.0,2023-04-20,S
118,1250.0,2023-04-20,S
118,1248.0,2023-04-20,S
118,1247.0,2023-04-20,S
118,1199.0,2023-04-19,S
118,1152.0,2023-03-30,S
118,1151.0,2023-03-30,S
118,1040.0,2023-03-29,S
118,1056.0,2023-03-29,S
118,979.0,2023-03-27,S
118,978.0,2023-03-27,S
118,862.0,2023-03-16,S
118,858.0,2023-03-16,S
118,814.0,2023-03-15,S
118,105.0,2023-03-14,SRES
118,56.0,2023-02-13,SRES
118,79.0,2023-01-25,S
118,41.0,2023-01-24,S
118,205.0,2023-02-01,S
117,5277.0,2022-12-15,S
117,708.0,2022-07-13,SRES
118,158.0,2023-01-31,S
118,65.0,2023-01-25,S
118,437.0,2023-02-15,S
118,395.0,2023-02-13,S
117,2834.0,2021-09-23,S
118,121.0,2023-01-26,S
118,126.0,2023-01-26,S
118,365.0,2023-02-09,S
118,265.0,2023-02-02,S
118,242.0,2023-02-02,S
118,246.0,2023-02-02,S
118,241.0,2023-02-02,S
117,5274.0,2022-12-15,S
117,5172.0,2022-12-01,S
117,5038.0,2022-09-29,S
117,499.0,2022-01-31,SRES
117,67.0,2022-12-15,SJRES
117,4430.0,2022-06-16,S
117,1385.0,2021-04-27,S
117,2044.0,2021-06-14,S
117,711.0,2022-07-14,SRES
117,2914.0,2021-09-30,S
117,3103.0,2021-10-28,S
117,5098.0,2022-11-15,S
117,3721.0,2022-03-01,S
117,5141.0,2022-11-29,S
117,5155.0,2022-11-30,S
117,5111.0,2022-11-16,S
117,4520.0,2022-07-13,S
117,3950.0,2022-03-29,S
117,3760.0,2022-03-03,S
117,774.0,2022-09-19,SRES
117,3869.0,2022-03-17,S
117,3141.0,2021-11-02,S
117,4962.0,2022-09-27,S
117,3677.0,2022-02-17,S
117,775.0,2022-09-20,SRES
117,1344.0,2021-04-22,S
117,1024.0,2021-03-25,S
117,3638.0,2022-02-10,S
117,3938.0,2022-03-28,S
117,1507.0,2021-04-29,S
117,1211.0,2021-04-19,S
117,4792.0,2022-09-07,S
117,3313.0,2021-12-06,S
117,2304.0,2021-06-24,S
117,4674.0,2022-07-28,S
117,4624.0,2022-07-26,S
117,3574.0,2022-02-03,S
117,2137.0,2021-06-17,S
116,2870.0,2019-11-14,S
117,2198.0,2021-06-23,S
117,651.0,2022-05-26,SRES
117,312.0,2021-02-12,S
117,4255.0,2022-05-18,S
117,1903.0,2021-05-27,S
117,4155.0,2022-05-05,S
117,4090.0,2022-04-26,S
117,936.0,2021-03-23,S
117,644.0,2021-03-09,S
117,4089.0,2022-04-26,S
117,511.0,2021-03-01,S
117,601.0,2021-03-04,S
117,1014.0,2021-03-25,S
116,3339.0,2020-02-25,S
117,420.0,2021-10-18,SRES
117,3043.0,2021-10-21,S
117,3437.0,2021-12-18,S
117,1535.0,2021-05-10,S
117,1562.0,2021-05-11,S
117,582.0,2021-03-03,S
117,456.0,2021-11-18,SRES
117,1013.0,2021-03-25,S
117,3818.0,2022-03-10,S
117,1022.0,2021-03-25,S
117,313.0,2021-02-12,S
117,3720.0,2022-03-01,S
117,2086.0,2021-06-16,S
117,480.0,2021-12-16,SRES
117,3654.0,2022-02-15,S
117,3271.0,2021-11-29,S
117,2908.0,2021-09-30,S
116,4407.0,2020-08-04,S
117,1023.0,2021-03-25,S
117,2124.0,2021-06-17,S
117,1423.0,2021-04-28,S
116,3924.0,2020-06-09,S
116,4242.0,2020-07-21,S
116,4202.0,2020-07-02,S
116,783.0,2019-03-13,S
115,2965.0,2018-05-24,S
115,1864.0,2017-09-26,S
114,2176.0,2015-10-08,S
113,1704.0,2013-11-14,S
117,2349.0,2021-07-14,S
117,2598.0,2021-08-04,S
117,1212.0,2021-04-19,S
117,3251.0,2021-11-18,S
117,2835.0,2021-09-23,S
117,411.0,2021-02-24,S
117,2362.0,2021-07-15,S
116,2340.0,2019-07-30,S
116,1863.0,2019-06-13,S
117,2442.0,2021-07-22,S
117,338.0,2021-08-05,SRES
117,1812.0,2021-05-25,S
117,1386.0,2021-04-27,S
117,963.0,2021-03-24,S
117,426.0,2021-02-24,S
117,1370.0,2021-04-26,S
117,1581.0,2021-05-12,S
117,1371.0,2021-04-26,S
117,1860.0,2021-05-26,S
117,1560.0,2021-05-11,S
117,1287.0,2021-04-21,S
116,655.0,2019-03-05,S
116,366.0,2019-02-06,S
116,3096.0,2019-12-18,S
117,685.0,2021-03-10,S
116,1744.0,2019-06-05,S
116,2603.0,2019-10-16,S
116,4757.0,2020-09-29,S
117,2043.0,2021-06-14,S
116,4484.0,2020-08-06,S
117,67.0,2021-01-27,S
117,209.0,2021-05-12,SRES
116,4714.0,2020-09-24,S
117,263.0,2021-02-04,S
117,611.0,2021-03-04,S
117,309.0,2021-02-12,S
116,2458.0,2019-09-10,S
117,1500.0,2021-04-29,S
117,1501.0,2021-04-29,S
117,807.0,2021-03-17,S
117,1185.0,2021-04-15,S
117,242.0,2021-05-26,SRES
117,1314.0,2021-04-22,S
116,4538.0,2020-09-08,S
117,1102.0,2021-04-13,S
117,873.0,2021-03-18,S
117,54.0,2021-01-26,S
117,964.0,2021-03-24,S
117,962.0,2021-03-24,S
117,961.0,2021-03-24,S
116,763.0,2019-03-12,S
117,308.0,2021-02-12,S
116,822.0,2019-03-14,S
117,175.0,2021-02-02,S
117,264.0,2021-02-04,S
117,686.0,2021-03-10,S
117,473.0,2021-02-25,S
117,383.0,2021-02-23,S
116,4034.0,2020-06-22,S
117,69.0,2021-02-22,SRES
116,2922.0,2019-11-20,S
116,4549.0,2020-09-09,S
116,4002.0,2020-06-18,S
116,1017.0,2019-04-03,S
116,2257.0,2019-07-24,S
116,3634.0,2020-05-06,S
116,4055.0,2020-06-24,S
116,3058.0,2019-12-16,S
116,2659.0,2019-10-22,S
116,1354.0,2019-05-07,S
116,3190.0,2020-01-14,S
116,3745.0,2020-05-14,S
116,2721.0,2019-10-28,S
116,1583.0,2019-05-21,S
116,3071.0,2019-12-17,S
116,2184.0,2019-07-18,S
116,1551.0,2019-05-20,S
116,2700.0,2019-10-24,S
116,2545.0,2019-09-25,S
116,2517.0,2019-09-19,S
116,4205.0,2020-07-02,S
116,2390.0,2019-07-31,S
116,3103.0,2019-12-18,S
116,916.0,2019-03-27,S
116,4314.0,2020-07-23,S
116,4243.0,2020-07-21,S
116,4409.0,2020-08-04,S
116,75.0,2020-08-04,SJRES
116,2400.0,2019-07-31,S
116,1775.0,2019-06-11,S
115,1619.0,2017-07-24,S
116,658.0,2020-07-27,SRES
116,652.0,2020-07-20,SRES
116,3056.0,2019-12-16,S
116,1770.0,2019-06-10,S
116,1276.0,2019-05-01,S
116,2600.0,2019-10-15,S
116,4713.0,2020-09-24,S
116,4450.0,2020-08-05,S
116,4067.0,2020-06-24,S
116,2650.0,2019-10-21,S
116,4089.0,2020-06-25,S
116,1241.0,2019-04-30,S
116,2139.0,2019-07-17,S
115,3205.0,2018-07-12,S
116,2103.0,2019-07-11,S
116,2140.0,2019-07-17,S
116,608.0,2019-02-28,S
116,2566.0,2019-09-26,S
116,1437.0,2019-05-13,S
116,4139.0,2020-07-01,S
115,2518.0,2018-03-07,S
116,2896.0,2019-11-19,S
116,1852.0,2019-06-13,S
116,579.0,2020-05-14,SRES
116,536.0,2020-03-09,SRES
116,244.0,2019-06-11,SRES
116,1414.0,2019-05-09,S
116,2865.0,2019-11-14,S
116,592.0,2020-05-20,SRES
115,683.0,2018-10-11,SRES
115,2148.0,2017-11-16,S
116,1315.0,2019-05-02,S
116,2106.0,2019-07-11,S
116,198.0,2019-05-09,SRES
116,3478.0,2020-03-12,S
116,791.0,2019-03-13,S
116,2523.0,2019-09-19,S
116,1036.0,2019-04-04,S
115,3776.0,2018-12-18,S
116,56.0,2019-09-26,SJRES
116,3035.0,2019-12-12,S
116,719.0,2019-03-07,S
116,551.0,2019-02-25,S
116,1198.0,2019-04-11,S
116,1249.0,2019-04-30,S
116,282.0,2019-07-23,SRES
116,2518.0,2019-09-19,S
116,427.0,2019-11-14,SRES
115,1845.0,2017-09-19,S
116,1823.0,2019-06-12,S
116,1328.0,2019-05-06,S
116,217.0,2019-05-21,SRES
116,320.0,2019-02-04,S
116,1995.0,2019-06-26,S
116,894.0,2019-03-27,S
115,3272.0,2018-07-25,S
115,1466.0,2017-06-28,S
116,1316.0,2019-05-02,S
115,2157.0,2017-11-16,S
115,2119.0,2017-11-13,S
115,1467.0,2017-06-28,S
115,1640.0,2017-07-26,S
115,2701.0,2018-04-18,S
116,1250.0,2019-04-30,S
115,2830.0,2018-05-10,S
115,2729.0,2018-04-23,S
115,1658.0,2017-07-27,S
116,1230.0,2019-04-29,S
116,89.0,2019-02-28,SRES
115,1927.0,2017-10-05,S
116,1550.0,2019-05-20,S
115,3784.0,2018-12-19,S
115,3319.0,2018-08-01,S
115,2535.0,2018-03-12,S
115,2037.0,2017-10-31,S
115,3671.0,2018-11-28,S
115,1992.0,2017-10-19,S
116,458.0,2019-02-12,S
115,3263.0,2018-07-25,S
115,2724.0,2018-04-19,S
116,223.0,2019-01-24,S
113,2946.0,2014-11-19,S
113,2921.0,2014-11-13,S
113,2794.0,2014-09-11,S
113,2711.0,2014-07-30,S
113,2712.0,2014-07-30,S
113,2629.0,2014-07-17,S
113,2589.0,2014-07-10,S
113,2540.0,2014-06-26,S
113,2204.0,2014-04-03,S
113,2115.0,2014-03-12,S
113,2023.0,2014-02-12,S
113,2014.0,2014-02-11,S
113,1962.0,2014-01-27,S
113,1960.0,2014-01-27,S
113,1822.0,2013-12-12,S
113,1803.0,2013-12-11,S
113,1736.0,2013-11-19,S
113,1705.0,2013-11-14,S
113,1659.0,2013-11-06,S
113,1559.0,2013-09-27,S
113,1548.0,2013-09-25,S
113,1546.0,2013-09-25,S
113,1503.0,2013-09-12,S
113,1429.0,2013-08-01,S
113,1425.0,2013-08-01,S
113,1410.0,2013-07-31,S
113,1399.0,2013-07-30,S
113,1359.0,2013-07-24,S
113,1337.0,2013-07-23,S
113,1207.0,2013-06-20,S
113,1083.0,2013-05-23,S
113,857.0,2013-05-06,S
113,846.0,2013-04-25,S
113,796.0,2013-04-24,S
113,769.0,2013-04-18,S
113,718.0,2013-04-11,S
113,673.0,2013-04-09,S
113,612.0,2013-03-19,S
113,566.0,2013-03-14,S
113,565.0,2013-03-14,S
113,522.0,2013-03-11,S
113,521.0,2013-03-11,S
113,408.0,2013-02-28,S
113,395.0,2013-02-27,S
113,323.0,2013-02-13,S
113,262.0,2013-02-07,S
113,194.0,2013-01-31,S
113,114.0,2013-01-23,S
113,113.0,2013-01-23,S
113,496.0,2014-07-07,SRES
113,378.0,2014-03-11,SRES
113,318.0,2013-12-11,SRES
113,301.0,2013-11-19,SRES
113,187.0,2013-06-26,SRES
113,165.0,2013-06-10,SRES
113,32.0,2014-02-25,SCONRES
113,30.0,2013-12-20,SCONRES
